bar,dir,trigger,outcome
2023-01-24 10:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-01-24 11:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-01-24 11:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2023-01-24 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-01-24 13:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18150 exp=2024-10-03
2023-01-24 14:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-01-25 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 18100 exp=2024-10-03
2023-01-25 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2023-01-25 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2023-01-25 12:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2023-01-25 13:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2023-01-25 15:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2023-01-27 10:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-01-27 11:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-01-27 11:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2023-01-27 13:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-01-27 14:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-01-27 15:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-01-30 11:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-01-30 13:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-01-30 14:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-01-31 11:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-01-31 11:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-01-31 12:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-01-31 13:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-01-31 14:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-01-31 15:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-02-01 11:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-01 12:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-01 13:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2023-02-01 13:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-02-02 09:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-02-02 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-02-02 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-02-02 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-02-02 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-02-02 11:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-02-02 12:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2023-02-02 14:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-02-03 11:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-02-06 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-06 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-06 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-02-06 11:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-06 12:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-02-06 14:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-06 14:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-02-07 09:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-02-07 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-02-07 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-07 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-07 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-07 11:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-02-07 14:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-08 09:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-08 10:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-08 11:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-08 12:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-08 13:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-09 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-09 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-09 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-09 12:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-09 13:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-09 14:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2023-02-10 10:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-10 12:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-10 14:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-10 14:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-13 09:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-13 09:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-13 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-02-13 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-02-13 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-13 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-02-13 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-02-13 12:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-02-13 13:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-02-14 10:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-14 13:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2023-02-14 14:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2023-02-14 14:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2023-02-15 09:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-15 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-15 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-02-15 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2023-02-15 12:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2023-02-15 13:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2023-02-15 13:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2023-02-15 14:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2023-02-16 11:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-02-16 13:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-02-16 14:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18100 exp=2024-10-03
2023-02-17 14:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2023-02-20 10:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2023-02-20 15:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-21 11:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2023-02-21 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-02-21 14:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-02-22 15:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-02-23 09:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-02-23 09:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-02-23 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-02-23 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17500 exp=2024-10-03
2023-02-23 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-02-23 11:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-02-23 11:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-02-23 13:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-02-23 14:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2023-02-24 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-02-24 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-02-24 13:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17450 exp=2024-10-03
2023-02-24 14:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17500 exp=2024-10-03
2023-02-24 15:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17450 exp=2024-10-03
2023-03-27 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17100 exp=2024-10-03
2023-03-27 11:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 17050 exp=2024-10-03
2023-03-27 12:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17000 exp=2024-10-03
2023-03-27 13:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17050 exp=2024-10-03
2023-03-27 14:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17000 exp=2024-10-03
2023-03-27 15:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17000 exp=2024-10-03
2023-03-28 09:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 16950 exp=2024-10-03
2023-03-28 11:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 16950 exp=2024-10-03
2023-03-28 12:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17000 exp=2024-10-03
2023-03-28 13:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 16950 exp=2024-10-03
2023-03-28 14:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 17000 exp=2024-10-03
2023-03-28 15:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 16900 exp=2024-10-03
2023-03-29 11:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17050 exp=2024-10-03
2023-03-29 13:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 16950 exp=2024-10-03
2023-03-29 15:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17050 exp=2024-10-03
2023-03-31 11:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17200 exp=2024-10-03
2023-04-03 12:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17300 exp=2024-10-03
2023-04-03 13:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17400 exp=2024-10-03
2023-04-03 13:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17300 exp=2024-10-03
2023-04-03 13:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 17400 exp=2024-10-03
2023-04-05 11:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17550 exp=2024-10-03
2023-04-05 11:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17450 exp=2024-10-03
2023-04-05 14:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2023-04-05 14:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2023-04-06 12:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-04-06 13:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2023-04-06 14:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-10 11:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-04-10 13:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-10 15:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-11 10:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-11 11:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2023-04-11 13:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-04-12 11:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-12 14:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-04-13 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-13 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-13 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-13 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-13 12:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-13 12:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2023-04-13 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-17 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-17 13:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-17 14:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-04-18 09:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-18 09:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-18 09:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-18 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2023-04-18 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-04-18 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-04-18 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-04-18 11:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-04-18 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-18 12:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2023-04-18 13:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-04-18 14:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-04-19 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-19 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-19 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-19 13:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-04-19 14:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-20 11:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-20 12:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-04-20 14:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-20 14:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-21 11:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-21 12:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2023-04-21 13:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2023-04-24 09:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-04-24 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-04-24 12:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2023-04-24 12:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2023-04-25 12:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-04-25 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-25 14:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-25 15:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-04-26 13:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2023-04-26 14:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-26 15:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2023-04-27 11:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-04-27 12:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-04-27 12:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2023-04-27 13:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2023-04-27 15:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2023-04-28 11:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2023-04-28 13:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2023-04-28 15:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-05-02 11:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2023-05-02 12:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-05-02 13:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-05-02 14:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2023-05-02 15:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2023-05-03 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18100 exp=2024-10-03
2023-05-03 13:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-05-03 14:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 18100 exp=2024-10-03
2023-05-03 14:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-05-05 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2023-05-05 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2023-05-05 12:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-05-05 13:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18150 exp=2024-10-03
2023-05-05 14:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-05-08 09:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2023-05-08 13:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2023-05-08 15:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2023-05-09 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-09 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-09 11:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-09 12:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-09 14:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2023-05-10 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2023-05-10 11:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2023-05-10 12:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-10 14:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-10 14:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 09:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18400 exp=2024-10-03
2023-05-11 12:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 14:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-11 15:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-12 12:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-12 14:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 18400 exp=2024-10-03
2023-05-15 11:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18350 exp=2024-10-03
2023-05-15 15:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18450 exp=2024-10-03
2023-05-16 12:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18300 exp=2024-10-03
2023-05-16 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18300 exp=2024-10-03
2023-05-16 14:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18400 exp=2024-10-03
2023-05-17 12:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-05-17 13:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 18150 exp=2024-10-03
2023-05-17 14:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-05-18 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2023-05-18 12:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2023-05-18 14:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2023-05-19 11:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2023-05-19 12:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18150 exp=2024-10-03
2023-05-19 13:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2023-05-22 13:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-22 14:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-23 12:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18450 exp=2024-10-03
2023-05-23 12:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18350 exp=2024-10-03
2023-05-23 13:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18450 exp=2024-10-03
2023-05-23 14:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 18350 exp=2024-10-03
2023-05-23 15:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18400 exp=2024-10-03
2023-05-24 12:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18400 exp=2024-10-03
2023-05-24 14:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2023-05-24 15:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2023-05-25 12:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2023-05-25 13:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2023-05-25 14:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2023-05-29 12:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18650 exp=2024-10-03
2023-05-29 13:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18550 exp=2024-10-03
2023-05-29 15:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18650 exp=2024-10-03
2023-05-29 15:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18550 exp=2024-10-03
2023-05-30 11:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18650 exp=2024-10-03
2023-05-30 11:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18550 exp=2024-10-03
2023-05-30 13:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18650 exp=2024-10-03
