bar,dir,trigger,outcome
2022-01-03 10:40:00,BEARISH,Signal,SKIP:ADX_low 0.0<20
2022-01-03 10:55:00,BULLISH,Signal,SKIP:ADX_low 0.0<20
2022-01-03 11:20:00,BULLISH,Signal,SKIP:ADX_low 0.0<20
2022-01-03 11:25:00,BEARISH,Signal,SKIP:ADX_low 0.0<20
2022-01-03 11:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2022-01-03 11:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2022-01-03 12:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2022-01-03 12:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2022-01-03 12:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2022-01-03 13:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17500 exp=2024-10-03
2022-01-03 13:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2022-01-03 13:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2022-01-03 14:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2022-01-03 15:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2022-01-03 15:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2022-01-03 15:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2022-01-04 09:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-04 10:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-04 10:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-04 10:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-04 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-04 11:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-04 11:35:00,BULLISH,Signal,SKIP:ADX_low 18.3<20
2022-01-04 12:25:00,BEARISH,Signal,SKIP:ADX_low 13.4<20
2022-01-04 12:40:00,BULLISH,Signal,SKIP:ADX_low 14.8<20
2022-01-04 12:55:00,BEARISH,Signal,SKIP:ADX_low 14.0<20
2022-01-04 13:15:00,BEARISH,Signal,SKIP:ADX_low 13.4<20
2022-01-04 13:30:00,BULLISH,Signal,SKIP:ADX_low 13.6<20
2022-01-04 13:40:00,BEARISH,Signal,SKIP:ADX_low 16.5<20
2022-01-04 13:55:00,BULLISH,Signal,SKIP:ADX_low 18.8<20
2022-01-05 09:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-05 09:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-05 09:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-05 09:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-05 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2022-01-05 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-05 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-05 09:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2022-01-05 11:05:00,BULLISH,Signal,SKIP:ADX_low 16.1<20
2022-01-05 11:10:00,BEARISH,Signal,SKIP:ADX_low 16.4<20
2022-01-05 11:25:00,BULLISH,Signal,SKIP:ADX_low 15.8<20
2022-01-05 11:35:00,BEARISH,Signal,SKIP:ADX_low 14.8<20
2022-01-05 11:55:00,BULLISH,Signal,SKIP:ADX_low 12.1<20
2022-01-05 13:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2022-01-05 13:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-05 13:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-05 14:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-05 14:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2022-01-05 14:20:00,BULLISH,Signal,SKIP:ADX_low 17.8<20
2022-01-05 14:30:00,BEARISH,Signal,SKIP:ADX_low 16.4<20
2022-01-05 14:45:00,BEARISH,Signal,SKIP:ADX_low 14.9<20
2022-01-05 15:05:00,BULLISH,Signal,SKIP:ADX_low 14.1<20
2022-01-05 15:10:00,BEARISH,Signal,SKIP:ADX_low 13.7<20
2022-01-06 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-06 09:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-06 10:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2022-01-06 10:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-06 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-06 11:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-06 11:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-06 11:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-06 11:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-06 12:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-06 12:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-06 13:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-06 13:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-06 13:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2022-01-06 13:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2022-01-06 14:05:00,BULLISH,Signal,SKIP:ADX_low 17.9<20
2022-01-06 14:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-06 14:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2022-01-06 15:25:00,BULLISH,Signal,SKIP:ADX_low 15.8<20
2022-01-07 10:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-07 10:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-07 10:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2022-01-07 11:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2022-01-07 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2022-01-07 12:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2022-01-07 12:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-07 12:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2022-01-07 12:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2022-01-07 13:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17800 exp=2024-10-03
2022-01-07 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2022-01-07 14:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-07 14:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17700 exp=2024-10-03
2022-01-07 14:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-07 15:05:00,BULLISH,Signal,SKIP:ADX_low 19.6<20
2022-01-10 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-10 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-10 10:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-10 10:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-10 11:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-10 11:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-10 11:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-10 11:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2022-01-10 12:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-10 12:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-10 13:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-10 13:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-10 13:40:00,BULLISH,Signal,SKIP:ADX_low 19.3<20
2022-01-10 13:55:00,BEARISH,Signal,SKIP:ADX_low 17.7<20
2022-01-10 14:05:00,BULLISH,Signal,SKIP:ADX_low 16.3<20
2022-01-10 14:10:00,BEARISH,Signal,SKIP:ADX_low 15.6<20
2022-01-10 14:40:00,BEARISH,Signal,SKIP:ADX_low 12.0<20
2022-01-11 09:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17950 exp=2024-10-03
2022-01-11 10:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2022-01-11 10:25:00,BULLISH,Signal,SKIP:ADX_low 19.1<20
2022-01-11 10:55:00,BEARISH,Signal,SKIP:ADX_low 19.2<20
2022-01-11 11:00:00,BULLISH,Signal,SKIP:ADX_low 18.7<20
2022-01-11 11:45:00,BEARISH,Signal,SKIP:ADX_low 19.5<20
2022-01-11 11:55:00,BULLISH,Signal,SKIP:ADX_low 18.5<20
2022-01-11 12:00:00,BEARISH,Signal,SKIP:ADX_low 17.4<20
2022-01-11 12:20:00,BULLISH,Signal,SKIP:ADX_low 15.6<20
2022-01-11 12:50:00,BEARISH,Signal,SKIP:ADX_low 11.2<20
2022-01-11 13:00:00,BULLISH,Signal,SKIP:ADX_low 12.9<20
2022-01-11 13:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18100 exp=2024-10-03
2022-01-11 14:10:00,BULLISH,Signal,SKIP:ADX_low 17.3<20
2022-01-11 14:30:00,BEARISH,Signal,SKIP:ADX_low 15.8<20
2022-01-11 14:50:00,BULLISH,Signal,SKIP:ADX_low 19.4<20
2022-01-11 15:20:00,BEARISH,Signal,SKIP:ADX_low 15.3<20
2022-01-12 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2022-01-12 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2022-01-12 09:55:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2022-01-12 10:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2022-01-12 10:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 10:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 11:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 11:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 11:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 12:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 12:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 12:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 12:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 13:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 13:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 13:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 13:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 13:45:00,BEARISH,Signal,SKIP:ADX_low 17.9<20
2022-01-12 14:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-12 14:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-12 15:15:00,BEARISH,Signal,SKIP:ADX_low 16.4<20
2022-01-13 09:20:00,BULLISH,Signal,SKIP:ADX_low 17.3<20
2022-01-13 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2022-01-13 10:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-13 10:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 18200 exp=2024-10-03
2022-01-13 10:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-13 11:05:00,BEARISH,Signal,SKIP:ADX_low 17.9<20
2022-01-13 11:10:00,BULLISH,Signal,SKIP:ADX_low 16.8<20
2022-01-13 11:35:00,BEARISH,Signal,SKIP:ADX_low 14.6<20
2022-01-13 11:45:00,BULLISH,Signal,SKIP:ADX_low 14.6<20
2022-01-13 12:25:00,BEARISH,Signal,SKIP:ADX_low 18.3<20
2022-01-13 12:55:00,BEARISH,Signal,SKIP:ADX_low 12.8<20
2022-01-13 13:10:00,BEARISH,Signal,SKIP:ADX_low 10.9<20
2022-01-13 13:35:00,BULLISH,Signal,SKIP:ADX_low 13.1<20
2022-01-13 14:10:00,BEARISH,Signal,SKIP:ADX_low 13.7<20
2022-01-13 14:30:00,BULLISH,Signal,SKIP:ADX_low 12.2<20
2022-01-13 14:45:00,BULLISH,Signal,SKIP:ADX_low 14.6<20
2022-01-13 14:55:00,BEARISH,Signal,SKIP:ADX_low 15.8<20
2022-01-13 15:05:00,BULLISH,Signal,SKIP:ADX_low 16.5<20
2022-01-13 15:25:00,BEARISH,Signal,SKIP:ADX_low 19.5<20
2022-01-14 10:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-14 10:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-14 10:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-14 10:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-14 11:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-14 11:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-14 11:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18100 exp=2024-10-03
2022-01-14 12:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18250 exp=2024-10-03
2022-01-14 12:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 18150 exp=2024-10-03
2022-01-14 13:00:00,BEARISH,Signal,SKIP:ADX_low 17.3<20
2022-01-14 13:10:00,BULLISH,Signal,SKIP:ADX_low 16.0<20
2022-01-14 13:30:00,BULLISH,Signal,SKIP:ADX_low 14.2<20
2022-01-14 13:35:00,BEARISH,Signal,SKIP:ADX_low 14.1<20
2022-01-14 13:45:00,BULLISH,Signal,SKIP:ADX_low 15.7<20
2022-01-14 14:05:00,BEARISH,Signal,SKIP:ADX_low 19.0<20
2022-01-14 14:30:00,BULLISH,Signal,SKIP:ADX_low 16.2<20
2022-01-14 14:40:00,BEARISH,Signal,SKIP:ADX_low 15.2<20
2022-01-14 15:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2022-01-17 09:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2022-01-17 09:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-17 09:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-17 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2022-01-17 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-17 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-17 09:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-17 10:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2022-01-17 11:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2022-01-17 11:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2022-01-17 11:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2022-01-17 12:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2022-01-17 12:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2022-01-17 12:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2022-01-17 12:45:00,BEARISH,Signal,SKIP:ADX_low 17.8<20
2022-01-17 13:00:00,BULLISH,Signal,SKIP:ADX_low 17.7<20
2022-01-17 13:15:00,BEARISH,Signal,SKIP:ADX_low 15.6<20
2022-01-17 13:35:00,BEARISH,Signal,SKIP:ADX_low 14.6<20
2022-01-17 13:55:00,BULLISH,Signal,SKIP:ADX_low 17.8<20
2022-01-17 14:15:00,BULLISH,Signal,SKIP:ADX_low 16.3<20
2022-01-17 14:50:00,BEARISH,Signal,SKIP:ADX_low 11.9<20
2022-01-17 15:10:00,BEARISH,Signal,SKIP:ADX_low 10.2<20
2022-01-18 10:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2022-01-18 10:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-18 10:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-18 10:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2022-01-18 10:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-18 11:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2022-01-18 11:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 18200 exp=2024-10-03
2022-01-18 11:50:00,BEARISH,Signal,SKIP:ADX_low 19.3<20
2022-01-18 12:00:00,BULLISH,Signal,SKIP:ADX_low 17.4<20
2022-01-18 12:30:00,BEARISH,Signal,SKIP:ADX_low 13.2<20
2022-01-18 13:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18350 exp=2024-10-03
2022-01-18 14:15:00,BULLISH,PendingFlip,FAIL:no_contract CE 18250 exp=2024-10-03
2022-01-18 14:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18300 exp=2024-10-03
2022-01-18 15:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 18050 exp=2024-10-03
2022-01-19 09:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 18150 exp=2024-10-03
2022-01-19 09:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 18150 exp=2024-10-03
2022-01-19 09:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2022-01-19 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2022-01-19 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-19 09:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2022-01-19 09:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17950 exp=2024-10-03
2022-01-19 10:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18100 exp=2024-10-03
2022-01-19 10:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2022-01-19 10:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17950 exp=2024-10-03
2022-01-19 10:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18050 exp=2024-10-03
2022-01-19 11:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17950 exp=2024-10-03
2022-01-19 11:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17950 exp=2024-10-03
2022-01-19 12:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-19 12:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-19 13:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-19 13:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2022-01-19 13:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-19 14:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17950 exp=2024-10-03
2022-01-19 14:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-19 14:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 18000 exp=2024-10-03
2022-01-19 15:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17900 exp=2024-10-03
2022-01-19 15:20:00,BEARISH,Signal,SKIP:ADX_low 17.5<20
2022-01-20 09:20:00,BEARISH,Signal,SKIP:ADX_low 19.6<20
2022-01-20 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-20 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-20 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17850 exp=2024-10-03
2022-01-20 09:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2022-01-20 10:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-20 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17800 exp=2024-10-03
2022-01-20 11:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17900 exp=2024-10-03
2022-01-20 11:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2022-01-20 12:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-20 12:20:00,BULLISH,PendingFlip,FAIL:no_contract CE 17750 exp=2024-10-03
2022-01-20 12:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17850 exp=2024-10-03
2022-01-20 13:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-20 14:10:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-20 14:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17750 exp=2024-10-03
2022-01-20 14:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-20 14:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2022-01-20 14:50:00,BULLISH,PendingFlip,FAIL:no_contract CE 17650 exp=2024-10-03
2022-01-21 09:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2022-01-21 09:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2022-01-21 09:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2022-01-21 09:35:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2022-01-21 09:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2022-01-21 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17600 exp=2024-10-03
2022-01-21 10:05:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2022-01-21 10:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17650 exp=2024-10-03
2022-01-21 10:55:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2022-01-21 11:35:00,BEARISH,Signal,SKIP:ADX_low 19.8<20
2022-01-21 11:45:00,BULLISH,Signal,SKIP:ADX_low 19.1<20
2022-01-21 12:00:00,BULLISH,Signal,SKIP:ADX_low 16.9<20
2022-01-21 12:30:00,BEARISH,Signal,SKIP:ADX_low 18.2<20
2022-01-21 12:45:00,BULLISH,Signal,SKIP:ADX_low 17.3<20
2022-01-21 13:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17700 exp=2024-10-03
2022-01-21 14:00:00,BULLISH,Signal,SKIP:ADX_low 18.0<20
2022-01-21 14:10:00,BEARISH,Signal,SKIP:ADX_low 16.5<20
2022-01-21 14:30:00,BULLISH,Signal,SKIP:ADX_low 17.5<20
2022-01-21 15:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17550 exp=2024-10-03
2022-01-24 09:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17600 exp=2024-10-03
2022-01-24 09:25:00,BEARISH,PendingFlip,FAIL:no_contract PE 17500 exp=2024-10-03
2022-01-24 09:30:00,BEARISH,PendingFlip,FAIL:no_contract PE 17500 exp=2024-10-03
2022-01-24 09:35:00,BEARISH,PendingFlip,FAIL:no_contract PE 17450 exp=2024-10-03
2022-01-24 09:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17500 exp=2024-10-03
2022-01-24 09:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17450 exp=2024-10-03
2022-01-24 10:00:00,BEARISH,PendingFlip,FAIL:no_contract PE 17500 exp=2024-10-03
2022-01-24 10:20:00,BEARISH,PendingFlip,FAIL:no_contract PE 17450 exp=2024-10-03
2022-01-24 10:40:00,BULLISH,PendingFlip,FAIL:no_contract CE 17350 exp=2024-10-03
2022-01-24 10:50:00,BEARISH,PendingFlip,FAIL:no_contract PE 17450 exp=2024-10-03
2022-01-24 11:05:00,BULLISH,PendingFlip,FAIL:no_contract CE 17350 exp=2024-10-03
2022-01-24 11:10:00,BEARISH,PendingFlip,FAIL:no_contract PE 17450 exp=2024-10-03
2022-01-24 11:25:00,BULLISH,PendingFlip,FAIL:no_contract CE 17350 exp=2024-10-03
2022-01-24 11:40:00,BEARISH,PendingFlip,FAIL:no_contract PE 17400 exp=2024-10-03
2022-01-24 12:30:00,BULLISH,PendingFlip,FAIL:no_contract CE 17200 exp=2024-10-03
2022-01-24 12:45:00,BEARISH,PendingFlip,FAIL:no_contract PE 17250 exp=2024-10-03
2022-01-24 13:00:00,BULLISH,PendingFlip,FAIL:no_contract CE 17200 exp=2024-10-03
2022-01-24 13:15:00,BEARISH,PendingFlip,FAIL:no_contract PE 17300 exp=2024-10-03
2022-01-24 13:45:00,BULLISH,PendingFlip,FAIL:no_contract CE 17100 exp=2024-10-03
