entry_time,exit_time,type,entry_spot,sell_strike,buy_strike,sell_entry,buy_entry,sell_exit,buy_exit,net_credit,exit_spread,pnl_per_unit,gross_pnl,charges,total_pnl,exit_reason,expiry,days_held,overnight,is_next_expiry,qty,equity_at_entry,margin_at_entry,margin_req,elm_component,margin_util_pct
2024-08-29 14:50:00,2024-08-29 15:00:00,BULL_PUT,25119.55,25100,24600,325.39,160.55,290.89,160.55,164.83999999999997,130.33999999999997,34.5,11212.5,479.35587744899993,10733.144122551,Target,2024-10-03,0,False,False,325,500000,71172,78289,0,14.2
2024-08-29 15:00:00,2024-08-29 15:05:00,BULL_PUT,25181.35,25200,24700,370.0,199.15,328.5,199.15,170.85,129.35,41.5,13487.5,541.1487411400001,12946.35125886,Target,2024-10-03,0,False,False,325,510733,71347,78482,0,14.0
2024-09-04 13:15:00,2024-09-05 09:20:00,BULL_PUT,25175.8,25200,24700,348.0,186.85,308.6,184.4,161.15,124.20000000000002,36.94999999999999,12008.749999999996,513.0021407425,11495.747859257497,Target,2024-10-03,1,True,False,325,523679,71331,78465,0,13.6
2024-09-05 10:20:00,2024-09-06 09:20:00,BEAR_CALL,25195.3,25200,25700,420.5,175.0,357.9,163.0,245.5,194.89999999999998,50.60000000000002,16445.000000000007,558.0968432200001,15886.903156780007,Target,2024-10-03,1,True,False,325,535175,71387,78525,0,13.3
2024-09-06 09:20:00,2024-09-06 09:55:00,BEAR_CALL,25101.15,25100,25600,417.6,190.0,370.25,190.0,227.60000000000002,180.25,47.35000000000002,15388.750000000007,577.2399377424998,14811.510062257508,Target,2024-10-03,0,False,False,325,551062,71120,78232,0,12.9
2024-09-06 09:55:00,2024-09-06 12:20:00,BEAR_CALL,24994.9,25000,25500,421.75,184.2,388.45,155.3,237.55,233.14999999999998,4.400000000000034,1430.0000000000111,570.867052685,859.1329473150112,Reversal,2024-10-03,0,False,False,325,565874,70819,77901,0,12.5
2024-09-06 12:25:00,2024-09-06 12:55:00,BULL_PUT,24948.6,24950,24450,355.2,175.5,355.2,175.5,179.7,179.7,0.0,0.0,532.5226354700001,-532.5226354700001,Reversal,2024-10-03,0,False,False,325,566733,70688,77756,0,12.5
2024-09-06 13:00:00,2024-09-09 09:30:00,BEAR_CALL,24860.0,24850,25350,442.0,206.0,380.35,195.0,236.0,185.35000000000002,50.64999999999998,16461.249999999993,597.9154910175,15863.334508982492,Target,2024-10-03,3,True,False,325,566200,70437,77480,0,12.4
2024-09-09 09:30:00,2024-09-09 09:45:00,BEAR_CALL,24804.55,24800,25300,415.2,171.25,433.9,186.6,243.95,247.29999999999998,-3.3499999999999943,-1088.7499999999982,601.8216277975,-1690.5716277974982,Reversal,2024-10-03,0,False,False,325,582064,70280,77308,0,12.1
2024-09-10 09:50:00,2024-09-10 11:15:00,BEAR_CALL,24913.05,24900,25400,400.0,163.4,404.75,169.85,236.6,234.9,1.6999999999999886,552.4999999999964,572.1819774,-19.68197740000369,Reversal,2024-10-03,0,False,False,325,580373,70587,77646,0,12.2
2024-09-10 11:20:00,2024-09-10 15:00:00,BULL_PUT,24981.85,25000,24500,304.8,144.0,278.55,126.1,160.8,152.45000000000002,8.349999999999994,2713.749999999998,445.7074166224999,2268.0425833774984,Reversal,2024-10-03,0,False,False,325,580353,70782,77860,0,12.2
2024-09-11 10:15:00,2024-09-11 12:35:00,BULL_PUT,25066.5,25050,24550,282.3,131.9,251.0,131.9,150.4,119.1,31.30000000000001,10172.500000000004,423.23985595499994,9749.260144045003,Target,2024-10-03,0,False,False,325,582621,71022,78124,0,12.2
2024-09-11 12:35:00,2024-09-11 13:40:00,BULL_PUT,25092.75,25100,24600,270.0,124.85,295.7,128.3,145.15,167.39999999999998,-22.24999999999997,-7231.249999999991,435.9388862925,-7667.188886292491,Reversal,2024-10-03,0,False,False,325,592371,71096,78206,0,12.0
2024-09-11 13:45:00,2024-09-12 09:15:00,BEAR_CALL,25023.5,25000,25500,363.45,129.0,365.0,130.05,234.45,234.95,-0.5,-162.5,513.162036875,-675.662036875,Reversal,2024-10-03,1,True,False,325,584703,70900,77990,0,12.1
2024-09-12 09:35:00,2024-09-12 11:25:00,BULL_PUT,25009.95,25000,24500,245.05,104.0,256.6,120.0,141.05,136.60000000000002,4.449999999999989,1446.2499999999964,399.10567793250004,1047.1443220674964,Reversal,2024-10-03,0,False,False,325,584028,70862,77948,0,12.1
