entry_time,exit_time,type,entry_spot,sell_strike,buy_strike,sell_entry,buy_entry,sell_exit,buy_exit,net_credit,exit_spread,pnl_per_unit,gross_pnl,charges,total_pnl,exit_reason,expiry,days_held,overnight,is_next_expiry,qty,equity_at_entry,margin_at_entry,margin_req,elm_component,margin_util_pct
2024-08-29 14:50:00,2024-09-02 12:55:00,BULL_PUT,25119.55,25100,24600,325.39,160.55,256.7,160.55,164.83999999999997,96.14999999999998,68.69,13394.55,315.70341046970003,13078.8465895303,Reversal,2024-10-03,4,True,False,195,400000,71172,78289,0,17.8
2024-09-04 13:15:00,2024-09-05 10:20:00,BULL_PUT,25175.8,25200,24700,348.0,186.85,316.35,167.75,161.15,148.60000000000002,12.549999999999983,2447.249999999997,343.1414587385,2104.1085412614966,Reversal,2024-10-03,1,True,False,195,413079,71331,78465,0,17.3
2024-09-05 10:25:00,2024-09-06 12:20:00,BEAR_CALL,25175.5,25200,25700,420.5,171.4,279.5,101.8,249.1,177.7,71.4,13923.000000000002,333.176206916,13589.823793084002,Reversal,2024-10-03,1,True,False,195,415183,71331,78464,0,17.2
2024-09-06 12:25:00,2024-09-06 12:55:00,BULL_PUT,24948.6,24950,24450,355.2,175.5,355.2,175.5,179.7,179.7,0.0,0.0,357.27358128200007,-357.27358128200007,Reversal,2024-10-03,0,False,False,195,428773,70688,77756,0,16.5
2024-09-06 13:00:00,2024-09-09 09:45:00,BEAR_CALL,24860.0,24850,25350,442.0,206.0,413.3,195.0,236.0,218.3,17.69999999999999,3451.4999999999977,405.82869566899996,3045.671304330998,Reversal,2024-10-03,3,True,False,195,428416,70437,77480,0,16.4
2024-09-10 09:50:00,2024-09-10 11:15:00,BEAR_CALL,24913.05,24900,25400,400.0,163.4,404.75,169.85,236.6,234.9,1.6999999999999886,331.4999999999978,381.06918644,-49.56918644000223,Reversal,2024-10-03,0,False,False,195,431461,70587,77646,0,16.4
2024-09-10 11:20:00,2024-09-10 15:00:00,BULL_PUT,24981.85,25000,24500,304.8,144.0,278.55,126.1,160.8,152.45000000000002,8.349999999999994,1628.2499999999989,305.1844499735,1323.0655500264988,Reversal,2024-10-03,0,False,False,195,431412,70782,77860,0,16.4
2024-09-11 10:15:00,2024-09-11 13:40:00,BULL_PUT,25066.5,25050,24550,282.3,131.9,269.2,131.9,150.4,137.29999999999998,13.100000000000023,2554.5000000000045,296.851503839,2257.6484961610045,Reversal,2024-10-03,0,False,False,195,432735,71022,78124,0,16.4
2024-09-11 13:45:00,2024-09-12 09:15:00,BEAR_CALL,25023.5,25000,25500,363.45,129.0,365.0,130.05,234.45,234.95,-0.5,-97.5,345.65722212500003,-443.15722212500003,Reversal,2024-10-03,1,True,False,195,434992,70900,77990,0,16.3
2024-09-12 09:35:00,2024-09-12 11:25:00,BULL_PUT,25009.95,25000,24500,245.05,104.0,256.6,120.0,141.05,136.60000000000002,4.449999999999989,867.7499999999977,277.2234067595,590.5265932404977,Reversal,2024-10-03,0,False,False,195,434549,70862,77948,0,16.3
