entry_time,exit_time,type,entry_spot,sell_strike,buy_strike,sell_entry,buy_entry,sell_exit,buy_exit,net_credit,exit_spread,pnl_per_unit,gross_pnl,charges,total_pnl,exit_reason,expiry,days_held,overnight,is_next_expiry
2024-10-01 09:15:00,2024-10-03 09:15:00,BEAR_CALL,25897.35,25900,26400,105.75,9.44,4.25,0.75,96.31,3.5,92.81,30163.25,145.56886529950003,30017.6811347005,Target,2024-10-03,2,True,False
2024-10-03 09:15:00,2024-10-04 09:55:00,BEAR_CALL,25530.45,25550,26050,227.9,34.54,76.55,11.2,193.36,65.35,128.01000000000002,41603.25000000001,221.04095679949998,41382.209043200506,Reversal,2024-10-10,1,True,True
2024-10-04 09:55:00,2024-10-04 12:40:00,BULL_PUT,25279.3,25300,24800,177.45,57.0,182.6,59.9,120.44999999999999,122.69999999999999,-2.25,-731.25,239.0457987975,-970.2957987975,Reversal,2024-10-10,0,False,False
2024-10-04 12:40:00,2024-10-08 10:35:00,BEAR_CALL,25203.1,25200,25700,273.95,54.1,57.85,6.35,219.85,51.5,168.35,54713.75,240.18646436249998,54473.5635356375,Reversal,2024-10-10,4,True,False
2024-10-08 10:35:00,2024-10-09 14:20:00,BULL_PUT,24932.15,24950,24450,174.9,39.0,45.85,2.8,135.9,43.050000000000004,92.85,30176.249999999996,188.8548951775,29987.395104822495,Reversal,2024-10-10,1,True,False
2024-10-09 14:20:00,2024-10-10 10:10:00,BEAR_CALL,25055.15,25050,25550,97.55,3.4,87.7,1.0,94.14999999999999,86.7,7.449999999999989,2421.2499999999964,153.2309501325,2268.0190498674965,Reversal,2024-10-10,1,True,False
2024-10-10 10:10:00,2024-10-11 09:15:00,BULL_PUT,25116.95,25100,24600,141.44,30.65,216.0,52.05,110.78999999999999,163.95,-53.16,-17277.0,219.83027924700002,-17496.830279247,Reversal,2024-10-17,1,True,True
2024-10-11 09:15:00,2024-10-14 09:15:00,BEAR_CALL,24954.1,24950,25450,198.1,27.15,177.9,15.45,170.95,162.45000000000002,8.499999999999972,2762.499999999991,223.00093103,2539.4990689699907,Reversal,2024-10-17,3,True,False
2024-10-14 09:15:00,2024-10-15 09:50:00,BULL_PUT,25055.95,25050,24550,142.25,18.89,68.8,5.35,123.36,63.449999999999996,59.910000000000004,19470.75,175.3752501545,19295.3747498455,Reversal,2024-10-17,1,True,False
2024-10-15 09:50:00,2024-10-16 14:25:00,BEAR_CALL,25097.0,25100,25600,130.8,5.2,44.0,1.25,125.60000000000001,42.75,82.85000000000001,26926.250000000004,162.56214031250002,26763.687859687503,Reversal,2024-10-17,1,True,False
2024-10-16 14:25:00,2024-10-16 15:20:00,BULL_PUT,25050.35,25050,24550,83.6,2.8,108.6,2.1,80.8,106.5,-25.700000000000003,-8352.500000000002,150.270600955,-8502.770600955002,Reversal,2024-10-17,0,False,False
2024-10-16 15:20:00,2024-10-17 11:30:00,BEAR_CALL,24959.35,24950,25450,80.45,1.35,3.8,0.95,79.10000000000001,2.8499999999999996,76.25000000000001,24781.250000000004,132.73149537749998,24648.518504622505,Target,2024-10-17,1,True,False
2024-10-17 11:30:00,2024-10-18 09:45:00,BEAR_CALL,24782.35,24800,25300,166.7,20.2,111.0,11.95,146.5,99.05,47.45,15421.250000000002,196.07867934249998,15225.171320657502,Reversal,2024-10-24,1,True,True
2024-10-18 09:45:00,2024-10-21 09:30:00,BULL_PUT,24703.8,24700,24200,170.05,39.4,63.4,8.69,130.65,54.71,75.94,24680.5,191.96272121700002,24488.537278783,Reversal,2024-10-24,3,True,False
2024-10-21 09:30:00,2024-10-21 13:55:00,BEAR_CALL,24819.7,24800,25300,176.15,12.6,124.25,7.8,163.55,116.45,47.10000000000001,15307.500000000004,199.35248633999998,15108.147513660004,Reversal,2024-10-24,0,False,False
2024-10-21 13:55:00,2024-10-22 10:15:00,BULL_PUT,24854.3,24850,24350,140.85,15.5,154.8,13.65,125.35,141.15,-15.800000000000011,-5135.000000000004,190.65393803999999,-5325.653938040004,Reversal,2024-10-24,1,True,False
2024-10-22 10:15:00,2024-10-23 11:30:00,BEAR_CALL,24719.75,24700,25200,143.85,7.65,56.55,1.7,136.2,54.849999999999994,81.35,26438.749999999996,170.9901602375,26267.759839762497,Reversal,2024-10-24,1,True,False
2024-10-23 11:30:00,2024-10-24 09:25:00,BULL_PUT,24592.55,24600,24100,94.7,9.0,188.05,3.45,85.7,184.60000000000002,-98.90000000000002,-32142.500000000007,168.55642546,-32311.056425460007,Reversal,2024-10-24,1,True,False
2024-10-24 09:25:00,2024-10-25 15:15:00,BEAR_CALL,24409.35,24400,24900,228.0,38.6,66.05,7.05,189.4,59.0,130.4,42380.0,218.22855218500004,42161.771447815,Reversal,2024-10-31,1,True,True
2024-10-25 15:15:00,2024-10-28 15:00:00,BULL_PUT,24208.15,24200,23700,147.4,28.3,53.7,9.0,119.10000000000001,44.7,74.4,24180.000000000004,178.60472632,24001.395273680002,Reversal,2024-10-31,3,True,False
2024-10-28 15:00:00,2024-10-29 13:00:00,BEAR_CALL,24307.65,24300,24800,166.7,9.1,138.69,5.45,157.6,133.24,24.359999999999985,7916.999999999995,195.50664003699998,7721.493359962996,Reversal,2024-10-31,1,True,False
2024-10-29 13:00:00,2024-10-30 13:55:00,BULL_PUT,24344.9,24350,23850,105.9,10.0,65.4,3.15,95.9,62.25000000000001,33.65,10936.25,155.7798416725,10780.4701583275,Reversal,2024-10-31,1,True,False
2024-10-30 13:55:00,2024-10-31 12:00:00,BEAR_CALL,24365.4,24350,24850,102.7,2.15,5.9,1.05,100.55,4.8500000000000005,95.7,31102.5,143.47370689,30959.02629311,Target,2024-10-31,1,True,False
2024-10-31 12:00:00,2024-11-01 18:00:00,BEAR_CALL,24240.25,24250,24750,233.95,46.25,232.45,50.5,187.7,181.95,5.75,1868.75,266.5129823075,1602.2370176925,Reversal,2024-11-07,1,True,True
2024-11-01 18:00:00,2024-11-04 09:15:00,BULL_PUT,24342.35,24350,23850,256.89,78.95,272.45,81.34,177.94,191.10999999999999,-13.169999999999987,-4280.249999999996,301.9826673115,-4582.232667311497,Reversal,2024-11-07,3,True,False
2024-11-04 09:15:00,2024-11-04 14:45:00,BEAR_CALL,24115.25,24100,24600,270.0,52.9,131.6,16.25,217.1,115.35,101.75,33068.75,253.55389928750003,32815.1961007125,Reversal,2024-11-07,0,False,False
2024-11-04 14:45:00,2024-11-05 11:40:00,BULL_PUT,23984.55,24000,23500,227.05,62.0,242.75,63.85,165.05,178.9,-13.849999999999994,-4501.249999999998,273.30405393250004,-4774.554053932498,Reversal,2024-11-07,1,True,False
2024-11-05 11:40:00,2024-11-05 13:25:00,BEAR_CALL,23867.35,23850,24350,225.3,39.7,250.4,42.45,185.60000000000002,207.95,-22.349999999999966,-7263.749999999989,260.4724347425,-7524.222434742489,Reversal,2024-11-07,0,False,False
2024-11-05 13:25:00,2024-11-06 12:00:00,BULL_PUT,24049.0,24050,23550,219.3,49.85,13.55,5.8,169.45000000000002,7.750000000000001,161.70000000000002,52552.50000000001,207.59659292499998,52344.903407075006,Target,2024-11-07,1,True,False
2024-11-06 12:00:00,2024-11-07 09:20:00,BULL_PUT,24439.75,24450,23950,111.65,10.7,73.8,1.05,100.95,72.75,28.200000000000003,9165.000000000002,158.79699005999998,9006.203009940002,Reversal,2024-11-07,1,True,False
2024-11-07 09:20:00,2024-11-08 09:45:00,BEAR_CALL,24397.1,24400,24900,234.75,45.8,116.7,12.95,188.95,103.75,85.19999999999999,27689.999999999996,232.53703371000003,27457.462966289997,Reversal,2024-11-14,1,True,True
2024-11-08 09:45:00,2024-11-11 09:15:00,BULL_PUT,24247.4,24250,23750,161.0,35.6,285.0,55.65,125.4,229.35,-103.94999999999999,-33783.74999999999,241.34750411250002,-34025.09750411249,Reversal,2024-11-14,3,True,False
2024-11-11 09:15:00,2024-11-11 09:45:00,BEAR_CALL,24061.2,24050,24550,137.69,13.2,195.85,18.6,124.49,177.25,-52.760000000000005,-17147.0,197.15292870700003,-17344.152928707,Reversal,2024-11-14,0,False,False
2024-11-11 09:45:00,2024-11-11 13:15:00,BULL_PUT,24171.9,24150,23650,134.35,15.65,90.6,8.3,118.69999999999999,82.3,36.39999999999999,11829.999999999996,175.80714484499998,11654.192855154997,Reversal,2024-11-14,0,False,False
2024-11-11 13:15:00,2024-11-12 09:55:00,BEAR_CALL,24189.3,24200,24700,133.85,7.55,86.2,4.7,126.3,81.5,44.8,14559.999999999998,172.08452841500002,14387.915471584998,Reversal,2024-11-14,1,True,False
2024-11-12 09:55:00,2024-11-12 12:40:00,BULL_PUT,24229.05,24250,23750,178.15,15.65,225.7,19.35,162.5,206.35,-43.849999999999994,-14251.249999999998,220.9055872925,-14472.155587292498,Reversal,2024-11-14,0,False,False
2024-11-12 12:40:00,2024-11-13 13:30:00,BEAR_CALL,24050.05,24050,24550,119.25,8.05,6.75,1.65,111.2,5.1,106.10000000000001,34482.5,152.378990485,34330.121009515,Target,2024-11-14,1,True,False
2024-11-13 13:30:00,2024-11-14 12:30:00,BEAR_CALL,23642.2,23650,24150,90.8,4.25,3.2,0.5,86.55,2.7,83.85,27251.249999999996,137.6384411875,27113.611558812496,Target,2024-11-14,1,True,False
2024-11-14 12:30:00,2024-11-18 12:25:00,BEAR_CALL,23521.7,23500,24000,179.15,22.25,131.15,7.35,156.9,123.80000000000001,33.099999999999994,10757.499999999998,202.95244289500005,10554.547557104997,Reversal,2024-11-21,4,True,True
2024-11-18 12:25:00,2024-11-19 14:50:00,BULL_PUT,23542.5,23550,23050,148.3,17.75,52.05,2.65,130.55,49.4,81.15,26373.750000000004,174.30281178750002,26199.447188212504,Reversal,2024-11-21,1,True,False
2024-11-19 14:50:00,2024-11-21 09:45:00,BEAR_CALL,23636.75,23650,24150,94.0,1.85,4.45,0.85,92.15,3.6,88.55000000000001,28778.750000000004,139.1089172075,28639.641082792503,Target,2024-11-21,2,True,False
2024-11-21 09:45:00,2024-11-22 09:20:00,BEAR_CALL,23296.95,23300,23800,216.4,35.35,267.85,45.85,181.05,222.00000000000003,-40.95000000000002,-13308.750000000005,259.85113172250004,-13568.601131722506,Reversal,2024-11-28,1,True,True
2024-11-22 09:20:00,2024-11-25 10:30:00,BULL_PUT,23499.5,23500,23000,210.05,56.5,13.1,5.45,153.55,7.6499999999999995,145.9,47417.5,204.07246335500002,47213.427536645,Target,2024-11-28,3,True,False
2024-11-25 10:30:00,2024-11-25 12:55:00,BULL_PUT,24319.95,24300,23800,139.85,25.6,204.75,40.7,114.25,164.05,-49.80000000000001,-16185.000000000004,211.47046994500002,-16396.470469945005,Reversal,2024-11-28,0,False,False
2024-11-25 12:55:00,2024-11-26 09:15:00,BEAR_CALL,24158.0,24150,24650,181.75,22.0,210.15,20.7,159.75,189.45000000000002,-29.700000000000017,-9652.500000000005,221.84391283,-9874.343912830005,Reversal,2024-11-28,1,True,False
2024-11-26 09:15:00,2024-11-26 12:20:00,BULL_PUT,24310.35,24300,23800,142.4,22.85,203.45,28.85,119.55000000000001,174.6,-55.04999999999998,-17891.249999999993,206.5843244275,-18097.83432442749,Reversal,2024-11-28,0,False,False
2024-11-26 12:20:00,2024-11-27 12:30:00,BEAR_CALL,24146.15,24150,24650,128.1,8.0,168.0,4.84,120.1,163.16,-43.06,-13994.5,181.53538598699998,-14176.035385987,Reversal,2024-11-28,1,True,False
2024-11-27 12:30:00,2024-11-28 10:30:00,BULL_PUT,24287.25,24300,23800,96.0,5.3,56.75,1.14,90.7,55.61,35.09,11404.250000000002,148.3273762495,11255.922623750503,Reversal,2024-11-28,1,True,False
2024-11-28 10:30:00,2024-11-29 09:55:00,BEAR_CALL,24225.8,24250,24750,231.7,36.65,120.55,14.75,195.04999999999998,105.8,89.24999999999999,29006.249999999996,231.1841098325,28775.065890167498,Reversal,2024-12-05,1,True,True
2024-11-29 09:55:00,2024-12-02 09:15:00,BULL_PUT,24063.3,24050,23550,175.8,45.15,138.75,25.9,130.65,112.85,17.80000000000001,5785.000000000004,214.43431388,5570.565686120004,Reversal,2024-12-05,3,True,False
2024-12-02 09:15:00,2024-12-02 10:15:00,BEAR_CALL,24037.75,24050,24550,181.05,19.6,247.85,29.6,161.45000000000002,218.25,-56.79999999999998,-18459.999999999993,230.796973505,-18690.796973504992,Reversal,2024-12-05,0,False,False
2024-12-02 10:15:00,2024-12-04 11:55:00,BULL_PUT,24172.05,24150,23650,127.2,21.35,37.29,2.95,105.85,34.339999999999996,71.50999999999999,23240.749999999996,163.0669538295,23077.683046170496,Reversal,2024-12-05,2,True,False
2024-12-04 11:55:00,2024-12-04 13:30:00,BEAR_CALL,24414.0,24400,24900,146.05,7.0,158.44,5.05,139.05,153.39,-14.339999999999975,-4660.499999999992,188.37289796700006,-4848.872897966992,Reversal,2024-12-05,0,False,False
2024-12-04 13:30:00,2024-12-05 09:50:00,BULL_PUT,24513.45,24500,24000,130.85,14.35,191.0,22.6,116.5,168.4,-51.900000000000006,-16867.500000000004,195.30022124,-17062.800221240002,Reversal,2024-12-05,1,True,False
2024-12-05 09:50:00,2024-12-05 12:05:00,BEAR_CALL,24406.55,24400,24900,276.45,72.75,297.35,85.6,203.7,211.75000000000003,-8.05000000000004,-2616.2500000000127,315.71646975749996,-2931.9664697575126,Reversal,2024-12-12,0,False,True
2024-12-05 12:05:00,2024-12-05 14:50:00,BULL_PUT,24516.75,24500,24000,263.64,96.35,130.1,43.65,167.29,86.44999999999999,80.84,26273.0,269.4079315270001,26003.592068473,Reversal,2024-12-12,0,False,True
2024-12-05 14:50:00,2024-12-10 15:05:00,BEAR_CALL,24624.8,24600,25100,321.45,81.4,111.35,9.65,240.04999999999998,101.69999999999999,138.35,44963.75,275.46622654250007,44688.2837734575,Reversal,2024-12-12,5,True,True
2024-12-10 15:05:00,2024-12-12 12:00:00,BULL_PUT,24620.3,24600,24100,121.4,9.35,43.4,1.55,112.05000000000001,41.85,70.20000000000002,22815.000000000007,158.88089498500003,22656.11910501501,Reversal,2024-12-12,2,True,False
2024-12-12 12:00:00,2024-12-13 11:30:00,BEAR_CALL,24574.0,24550,25050,221.2,36.35,86.3,12.3,184.85,74.0,110.85,36026.25,220.1480474575,35806.1019525425,Reversal,2024-12-19,1,True,True
2024-12-13 11:30:00,2024-12-16 12:05:00,BULL_PUT,24355.15,24350,23850,213.45,49.0,67.34,9.5,164.45,57.84,106.60999999999999,34648.24999999999,214.35400685449997,34433.895993145496,Reversal,2024-12-19,3,True,False
2024-12-16 12:05:00,2024-12-19 09:15:00,BEAR_CALL,24612.7,24600,25100,198.1,32.5,7.05,3.5,165.6,3.55,162.04999999999998,52666.24999999999,193.2566017075,52472.99339829249,Target,2024-12-19,3,True,False
2024-12-26 09:15:00,2024-12-26 10:45:00,BULL_PUT,23835.4,23850,23350,165.5,37.0,205.5,45.4,128.5,160.1,-31.599999999999994,-10269.999999999998,227.25992707000003,-10497.259927069998,Reversal,2025-01-02,0,False,True
2024-12-27 09:15:00,2024-12-27 14:50:00,BULL_PUT,23823.05,23800,23300,157.0,34.5,109.95,14.85,122.5,95.10000000000001,27.39999999999999,8904.999999999996,194.879201615,8710.120798384996,Reversal,2025-01-02,0,False,False
2024-12-30 10:45:00,2024-12-30 13:00:00,BULL_PUT,23840.5,23850,23350,123.85,11.5,163.05,19.1,112.35,143.95000000000002,-31.600000000000023,-10270.000000000007,185.944145875,-10455.944145875008,Reversal,2025-01-02,0,False,False
2024-12-31 13:35:00,2025-01-02 13:00:00,BULL_PUT,23647.2,23650,23150,134.69,15.35,5.3,0.85,119.34,4.45,114.89,37339.25,159.99380309949998,37179.2561969005,Target,2025-01-02,2,True,False
2025-01-02 13:00:00,2025-01-03 09:40:00,BULL_PUT,24061.0,24050,23550,206.1,61.7,157.8,32.45,144.39999999999998,125.35000000000001,19.04999999999997,6191.24999999999,236.6573079525,5954.59269204749,Reversal,2025-01-09,1,True,True
2025-01-03 09:40:00,2025-01-07 09:15:00,BEAR_CALL,24083.4,24100,24600,194.3,31.8,48.2,6.1,162.5,42.1,120.4,39130.0,198.62415042,38931.37584958,Reversal,2025-01-09,4,True,False
2025-01-07 09:15:00,2025-01-08 10:20:00,BULL_PUT,23754.0,23750,23250,174.05,33.79,154.1,7.3,140.26000000000002,146.79999999999998,-6.539999999999964,-2125.499999999988,205.62401880200002,-2331.1240188019883,Reversal,2025-01-09,1,True,False
2025-01-08 10:20:00,2025-01-08 13:50:00,BEAR_CALL,23602.3,23600,24100,103.45,5.65,105.3,4.75,97.8,100.55,-2.75,-893.75,160.5916486075,-1054.3416486075,Reversal,2025-01-09,0,False,False
2025-01-08 13:50:00,2025-01-09 10:45:00,BULL_PUT,23671.35,23650,23150,79.8,4.25,71.7,1.3,75.55,70.4,5.1499999999999915,1673.7499999999973,142.9574894025,1530.7925105974973,Reversal,2025-01-09,1,True,False
2025-01-09 10:45:00,2025-01-10 11:00:00,BEAR_CALL,23554.4,23550,24050,227.55,39.45,166.45,22.25,188.10000000000002,144.2,43.900000000000034,14267.500000000011,239.859851485,14027.64014851501,Reversal,2025-01-16,1,True,True
2025-01-10 11:00:00,2025-01-10 14:20:00,BULL_PUT,23512.3,23500,23000,168.75,39.0,198.25,42.5,129.75,155.75,-26.0,-8450.0,226.65294842499998,-8676.652948425,Reversal,2025-01-16,0,False,False
2025-01-10 14:20:00,2025-01-14 09:15:00,BEAR_CALL,23420.15,23400,23900,189.8,26.85,48.2,6.8,162.95000000000002,41.400000000000006,121.55000000000001,39503.75000000001,196.14527873250003,39307.604721267504,Reversal,2025-01-16,4,True,False
2025-01-14 09:15:00,2025-01-15 13:25:00,BULL_PUT,23210.45,23200,22700,103.1,15.6,56.5,5.09,87.5,51.41,36.09,11729.250000000002,154.8997399045,11574.350260095502,Reversal,2025-01-16,1,True,False
