entry_time,exit_time,type,entry_spot,sell_strike,buy_strike,sell_entry,buy_entry,sell_exit,buy_exit,net_credit,exit_spread,pnl_per_unit,gross_pnl,charges,total_pnl,exit_reason,expiry,days_held,overnight,is_next_expiry
2024-11-06 09:15:00,2024-11-07 10:00:00,BULL_PUT,24262.9,24250,23750,150.0,20.6,74.2,1.14,129.4,73.06,56.34,18310.5,178.05029983699998,18132.449700163,Reversal,2024-11-07,1,True,False
2024-11-07 10:00:00,2024-11-13 10:15:00,BEAR_CALL,24220.95,24200,24700,245.95,49.5,8.65,1.8,196.45,6.8500000000000005,189.6,61620.0,217.284209695,61402.715790305,Target,2024-11-14,6,True,True
2024-11-13 10:15:00,2024-11-14 11:15:00,BEAR_CALL,23708.85,23700,24200,103.9,8.65,4.4,0.6,95.25,3.8000000000000003,91.45,29721.25,144.5518929275,29576.6981070725,Target,2024-11-14,1,True,False
2024-11-14 11:15:00,2024-11-19 11:25:00,BEAR_CALL,23508.05,23500,24000,169.65,21.2,285.8,14.95,148.45000000000002,270.85,-122.4,-39780.0,224.56099018,-40004.56099018,Reversal,2024-11-21,5,True,True
2024-11-19 11:25:00,2024-11-19 15:05:00,BULL_PUT,23758.9,23750,23250,88.45,6.0,263.1,28.1,82.45,235.00000000000003,-152.55,-49578.75000000001,187.59809593250003,-49766.34809593251,Reversal,2024-11-21,0,False,False
2024-11-19 15:05:00,2024-11-21 10:00:00,BEAR_CALL,23541.0,23550,24050,89.25,3.25,4.95,1.2,86.0,3.75,82.25,26731.25,137.3558395825,26593.8941604175,Target,2024-11-21,2,True,False
2024-11-21 10:00:00,2024-11-22 10:00:00,BEAR_CALL,23345.8,23350,23850,168.55,24.3,280.95,51.55,144.25,229.39999999999998,-85.14999999999998,-27673.749999999993,240.69306311750003,-27914.44306311749,Reversal,2024-11-28,1,True,True
2024-11-22 10:00:00,2024-11-26 09:30:00,BULL_PUT,23562.95,23550,23050,201.4,53.55,10.8,4.55,147.85000000000002,6.250000000000001,141.60000000000002,46020.00000000001,198.89523831500003,45821.104761685005,Target,2024-11-28,4,True,False
2024-11-26 09:30:00,2024-11-28 11:20:00,BULL_PUT,24312.15,24300,23800,128.55,20.1,265.6,12.75,108.45000000000002,252.85000000000002,-144.4,-46930.0,201.45380335000002,-47131.45380335,Reversal,2024-11-28,2,True,False
2024-11-28 11:20:00,2024-12-03 10:15:00,BEAR_CALL,24045.2,24050,24550,228.1,47.4,350.9,56.45,180.7,294.45,-113.75,-36968.75,284.0675159925,-37252.8175159925,Reversal,2024-12-05,5,True,True
2024-12-03 10:15:00,2024-12-05 14:30:00,BULL_PUT,24369.75,24350,23850,144.94,24.2,5.0,1.0,120.74,4.0,116.74,37940.5,166.04651349699998,37774.453486503,Target,2024-12-05,2,True,False
2024-12-05 14:30:00,2024-12-12 15:15:00,BULL_PUT,24845.8,24850,24350,244.0,88.95,298.35,0.05,155.05,298.3,-143.25,-46556.25,263.7607519175,-46820.0107519175,Expiry,2024-12-12,7,True,True
2024-12-13 09:15:00,2024-12-13 09:20:00,BULL_PUT,24470.45,24450,23950,137.15,24.0,173.2,36.85,113.15,136.35,-23.19999999999999,-7539.999999999996,203.59385776000002,-7743.593857759996,Reversal,2024-12-19,0,False,False
2024-12-13 09:20:00,2024-12-13 13:00:00,BEAR_CALL,24419.65,24400,24900,218.5,37.5,366.0,86.55,181.0,279.45,-98.44999999999999,-31996.249999999996,294.2923909775,-32290.542390977498,Reversal,2024-12-19,0,False,False
2024-12-13 13:00:00,2024-12-17 10:30:00,BULL_PUT,24667.95,24650,24150,164.35,37.4,297.7,59.45,126.94999999999999,238.25,-111.30000000000001,-36172.50000000001,246.77090784500004,-36419.270907845006,Reversal,2024-12-19,4,True,False
2024-12-17 10:30:00,2024-12-19 09:15:00,BEAR_CALL,24413.55,24400,24900,181.85,30.35,8.75,4.75,151.5,4.0,147.5,47937.5,186.26610998499999,47751.233890015,Target,2024-12-19,2,True,False
2025-01-02 09:15:00,2025-01-02 10:45:00,BEAR_CALL,23788.85,23800,24300,235.85,51.2,282.05,66.25,184.64999999999998,215.8,-31.150000000000034,-10123.750000000011,282.64657861750004,-10406.39657861751,Reversal,2025-01-09,0,False,True
2025-01-02 10:45:00,2025-01-06 10:40:00,BULL_PUT,23913.9,23900,23400,220.0,65.59,151.0,18.8,154.41,132.2,22.210000000000008,7218.250000000003,236.3467202595,6981.9032797405025,Reversal,2025-01-09,4,True,True
2025-01-06 10:40:00,2025-01-08 12:00:00,BEAR_CALL,23882.95,23900,24400,161.85,22.0,7.75,1.6,139.85,6.15,133.7,43452.49999999999,174.21036336000003,43278.289636639995,Target,2025-01-09,2,True,False
2025-01-08 12:00:00,2025-01-09 14:45:00,BEAR_CALL,23544.25,23550,24050,77.0,3.95,2.04,0.25,73.05,1.79,71.25999999999999,23159.499999999996,130.938653502,23028.561346497998,Target,2025-01-09,1,True,False
2025-01-09 14:45:00,2025-01-15 09:30:00,BEAR_CALL,23508.35,23500,24000,225.3,40.0,10.65,1.6,185.3,9.05,176.25,57281.25,206.56106092750002,57074.6889390725,Target,2025-01-16,6,True,True
2025-01-15 09:30:00,2025-01-16 15:15:00,BEAR_CALL,23180.95,23200,23700,87.75,3.65,105.15,0.05,84.1,105.10000000000001,-21.000000000000014,-6825.000000000005,150.85943043,-6975.859430430005,Expiry,2025-01-16,1,True,False
2025-01-17 09:15:00,2025-01-21 09:15:00,BEAR_CALL,23181.75,23200,23700,199.3,33.79,254.7,27.2,165.51000000000002,227.5,-61.98999999999998,-20146.749999999993,241.19405183950002,-20387.94405183949,Reversal,2025-01-23,4,True,False
2025-01-21 09:15:00,2025-01-21 12:20:00,BULL_PUT,23397.35,23400,22900,135.5,19.64,288.89,56.15,115.86,232.73999999999998,-116.87999999999998,-37985.99999999999,228.03953788899997,-38214.039537888995,Reversal,2025-01-23,0,False,False
2025-01-21 12:20:00,2025-01-23 15:15:00,BEAR_CALL,23127.15,23150,23650,170.3,20.85,57.05,0.05,149.45000000000002,57.0,92.45000000000002,30046.250000000007,184.4444156625,29861.805584337508,Expiry,2025-01-23,2,True,False
2025-01-24 09:15:00,2025-01-29 12:15:00,BEAR_CALL,23276.4,23300,23800,176.7,25.3,72.45,2.54,151.39999999999998,69.91,81.48999999999998,26484.249999999993,191.4542669395,26292.79573306049,Reversal,2025-01-30,5,True,False
2025-01-29 12:15:00,2025-01-30 15:00:00,BULL_PUT,23144.6,23150,22650,175.2,24.4,1.9,0.25,150.79999999999998,1.65,149.14999999999998,48473.74999999999,179.24500683750003,48294.504993162496,Target,2025-01-30,1,True,False
2025-01-30 15:00:00,2025-02-03 09:15:00,BULL_PUT,23225.15,23250,22750,284.14,118.2,112.55,22.2,165.94,90.35,75.59,24566.75,269.5988540445,24297.1511459555,Reversal,2025-02-06,4,True,True
2025-02-03 09:15:00,2025-02-04 09:40:00,BEAR_CALL,23263.0,23250,23750,189.75,21.5,352.8,61.1,168.25,291.7,-123.44999999999999,-40121.24999999999,264.9968274075,-40386.24682740749,Reversal,2025-02-06,1,True,False
2025-02-04 09:40:00,2025-02-06 12:45:00,BULL_PUT,23572.4,23550,23050,127.55,17.39,5.4,0.35,110.16,5.050000000000001,105.11,34160.75,156.7801423245,34003.9698576755,Target,2025-02-06,2,True,False
2025-02-06 12:45:00,2025-02-07 10:15:00,BULL_PUT,23600.05,23600,23100,168.6,37.5,149.69,28.4,131.1,121.28999999999999,9.810000000000002,3188.250000000001,212.74622749950004,2975.503772500501,Reversal,2025-02-13,1,True,True
2025-02-07 10:15:00,2025-02-12 09:15:00,BEAR_CALL,23549.5,23550,24050,222.55,32.7,8.4,1.3,189.85000000000002,7.1000000000000005,182.75000000000003,59393.75000000001,203.75502119749999,59189.994978802504,Target,2025-02-13,5,True,False
2025-02-12 09:15:00,2025-02-13 15:00:00,BEAR_CALL,23032.25,23050,23550,127.7,8.4,3.7,0.15,119.3,3.5500000000000003,115.75,37618.75,155.1921399475,37463.5578600525,Target,2025-02-13,1,True,False
2025-02-13 15:00:00,2025-02-20 15:29:00,BEAR_CALL,23024.75,23000,23500,220.85,36.75,0.05,0.05,184.1,0.0,184.1,59832.5,201.76369858500001,59630.736301415,Expiry,2025-02-20,7,True,True
2025-03-17 09:15:00,2025-03-18 10:00:00,BEAR_CALL,22502.65,22500,23000,136.55,8.0,269.1,17.64,128.55,251.46000000000004,-122.91000000000003,-39945.75000000001,206.14539345450004,-40151.895393454506,Reversal,2025-03-20,1,True,False
2025-03-18 10:00:00,2025-03-20 09:30:00,BULL_PUT,22738.15,22750,22250,121.8,12.75,6.15,1.14,109.05,5.010000000000001,104.03999999999999,33813.0,153.920941532,33659.079058468,Target,2025-03-20,2,True,False
2025-03-20 09:30:00,2025-03-25 10:00:00,BULL_PUT,23065.65,23050,22550,132.25,26.5,8.94,4.09,105.75,4.85,100.9,32792.5,162.52823956899996,32629.971760431,Target,2025-03-27,5,True,True
2025-03-25 10:00:00,2025-03-27 15:15:00,BULL_PUT,23833.0,23850,23350,120.3,18.25,258.05,0.2,102.05,257.85,-155.8,-50635.00000000001,190.47559364000003,-50825.47559364001,Expiry,2025-03-27,2,True,False
2025-03-28 09:15:00,2025-04-01 09:15:00,BULL_PUT,23604.2,23600,23100,132.9,24.6,205.3,26.8,108.30000000000001,178.5,-70.19999999999999,-22814.999999999996,201.77937808000001,-23016.779378079995,Reversal,2025-04-03,4,True,False
2025-04-01 09:15:00,2025-04-03 09:15:00,BEAR_CALL,23420.55,23400,23900,136.15,9.1,5.09,0.95,127.05000000000001,4.14,122.91000000000001,39945.75,159.7682769545,39785.9817230455,Target,2025-04-03,2,True,False
2025-04-03 09:15:00,2025-04-07 09:15:00,BEAR_CALL,23219.65,23200,23700,179.95,25.05,5.2,2.2,154.89999999999998,3.0,151.89999999999998,49367.49999999999,182.91624652,49184.583753479994,Target,2025-04-09,4,True,True
2025-04-07 09:15:00,2025-04-08 09:15:00,BEAR_CALL,21888.35,21900,22400,560.5,183.2,697.85,300.89,377.3,396.96000000000004,-19.660000000000025,-6389.500000000008,621.030818662,-7010.530818662008,Reversal,2025-04-09,1,True,False
2025-04-08 09:15:00,2025-04-09 15:15:00,BULL_PUT,22524.35,22500,22000,168.2,58.65,99.7,0.05,109.54999999999998,99.65,9.899999999999977,3217.4999999999927,195.25212943,3022.2478705699928,Expiry,2025-04-09,1,True,False
2025-04-11 09:15:00,2025-04-15 13:30:00,BULL_PUT,22765.2,22750,22250,225.0,87.7,13.1,6.4,137.3,6.699999999999999,130.60000000000002,42445.00000000001,215.97995680999998,42229.02004319001,Target,2025-04-17,4,True,False
2025-04-15 13:30:00,2025-04-17 12:30:00,BULL_PUT,23332.8,23350,22850,116.65,16.1,5.5,0.9,100.55000000000001,4.6,95.95000000000002,31183.750000000007,151.8279521075,31031.92204789251,Target,2025-04-17,2,True,False
2025-04-17 12:30:00,2025-04-22 10:15:00,BULL_PUT,23708.8,23700,23200,211.65,66.2,14.8,8.55,145.45,6.25,139.2,45239.99999999999,207.91103426,45032.08896573999,Target,2025-04-24,5,True,True
2025-04-22 10:15:00,2025-04-24 10:45:00,BULL_PUT,24198.0,24200,23700,109.65,14.8,7.85,3.15,94.85000000000001,4.699999999999999,90.15,29298.750000000004,149.7888677225,29148.961132277505,Target,2025-04-24,2,True,False
2025-04-24 10:45:00,2025-04-25 09:55:00,BULL_PUT,24278.1,24300,23800,180.95,50.0,261.39,73.09,130.95,188.29999999999998,-57.349999999999994,-18638.749999999996,257.2600014015,-18896.010001401497,Reversal,2025-04-30,1,True,True
2025-04-25 09:55:00,2025-04-29 09:15:00,BEAR_CALL,24080.3,24100,24600,213.9,40.04,340.45,29.75,173.86,310.7,-136.83999999999997,-44472.99999999999,262.57917244699996,-44735.57917244699,Reversal,2025-04-30,4,True,False
2025-04-29 09:15:00,2025-04-30 15:15:00,BULL_PUT,24439.25,24450,23950,101.3,14.05,94.9,0.1,87.25,94.80000000000001,-7.550000000000011,-2453.7500000000036,157.1597073675,-2610.909707367504,Expiry,2025-04-30,1,True,False
2025-05-02 09:15:00,2025-05-08 14:50:00,BULL_PUT,24410.5,24400,23900,187.15,66.8,75.9,1.0,120.35000000000001,74.9,45.45,14771.250000000002,202.14776639250002,14569.102233607502,Reversal,2025-05-08,6,True,False
2025-05-08 14:50:00,2025-05-12 09:15:00,BEAR_CALL,24263.05,24250,24750,278.2,59.65,309.0,54.7,218.54999999999998,254.3,-35.75000000000003,-11618.75000000001,302.0473661275,-11920.79736612751,Reversal,2025-05-15,4,True,True
2025-05-12 09:15:00,2025-05-13 12:50:00,BULL_PUT,24561.4,24550,24050,167.15,25.0,131.1,21.4,142.15,109.69999999999999,32.45000000000002,10546.250000000005,204.2940628825,10341.955937117506,Reversal,2025-05-15,1,True,False
2025-05-13 12:50:00,2025-05-15 13:30:00,BEAR_CALL,24615.0,24600,25100,204.7,40.1,369.45,11.4,164.6,358.05,-193.45000000000002,-62871.25000000001,254.11508543250005,-63125.36508543251,Reversal,2025-05-15,2,True,False
2025-05-15 13:30:00,2025-05-20 12:50:00,BULL_PUT,24965.4,24950,24450,229.75,78.84,186.5,24.85,150.91,161.65,-10.740000000000009,-3490.5000000000027,250.777212537,-3741.277212537003,Reversal,2025-05-22,5,True,True
2025-05-20 12:50:00,2025-05-22 10:55:00,BEAR_CALL,24809.9,24800,25300,160.6,23.35,7.45,2.15,137.25,5.300000000000001,131.95,42883.74999999999,174.0409252275,42709.709074772494,Target,2025-05-22,2,True,False
2025-05-22 10:55:00,2025-05-23 09:40:00,BEAR_CALL,24605.15,24600,25100,233.4,59.05,304.6,76.2,174.35000000000002,228.40000000000003,-54.05000000000001,-17566.250000000004,290.55917441250006,-17856.809174412505,Reversal,2025-05-29,1,True,True
2025-05-23 09:40:00,2025-05-27 09:55:00,BULL_PUT,24781.4,24800,24300,202.7,50.9,206.05,48.7,151.79999999999998,157.35000000000002,-5.55000000000004,-1803.750000000013,248.0717402675,-2051.8217402675127,Reversal,2025-05-29,4,True,False
2025-05-27 09:55:00,2025-05-29 15:15:00,BEAR_CALL,24760.4,24750,25250,253.0,62.6,75.59,0.2,190.4,75.39,115.01,37378.25,231.51729305950005,37146.7327069405,Expiry,2025-05-29,2,True,False
2025-05-30 09:15:00,2025-06-05 12:00:00,BEAR_CALL,24806.0,24800,25300,220.3,51.2,32.05,0.4,169.10000000000002,31.65,137.45000000000002,44671.25000000001,208.4712346475,44462.77876535251,Reversal,2025-06-05,6,True,False
2025-06-05 12:00:00,2025-06-11 09:55:00,BULL_PUT,24798.95,24800,24300,200.4,45.05,8.85,1.55,155.35000000000002,7.3,148.05,48116.25000000001,195.5188876425,47920.731112357505,Target,2025-06-12,6,True,True
2025-06-11 09:55:00,2025-06-12 11:35:00,BULL_PUT,25145.7,25150,24650,81.75,4.45,114.2,0.95,77.3,113.25,-35.95,-11683.750000000002,149.9470129175,-11833.697012917502,Reversal,2025-06-12,1,True,False
2025-06-12 11:35:00,2025-06-16 11:05:00,BEAR_CALL,25032.15,25050,25550,197.0,30.7,88.1,7.0,166.3,81.1,85.20000000000002,27690.000000000007,205.96603094,27484.03396906001,Reversal,2025-06-19,4,True,True
2025-06-16 11:05:00,2025-06-18 14:20:00,BULL_PUT,24925.55,24950,24450,162.4,34.3,195.75,13.4,128.10000000000002,182.35,-54.24999999999997,-17631.24999999999,209.2337576425,-17840.48375764249,Reversal,2025-06-19,2,True,False
2025-06-18 14:20:00,2025-06-19 15:15:00,BEAR_CALL,24753.45,24750,25250,103.6,3.95,50.7,0.05,99.64999999999999,50.650000000000006,48.999999999999986,15924.999999999995,150.249365715,15774.750634284994,Expiry,2025-06-19,1,True,False
2025-06-20 09:15:00,2025-06-20 10:20:00,BEAR_CALL,24859.7,24850,25350,190.2,27.0,258.8,38.25,163.2,220.55,-57.35000000000002,-18638.750000000007,241.70045996250005,-18880.450459962507,Reversal,2025-06-26,0,False,False
2025-06-20 10:20:00,2025-06-23 10:00:00,BULL_PUT,24978.95,25000,24500,160.95,37.25,226.6,47.25,123.69999999999999,179.35,-55.650000000000006,-18086.250000000004,229.13894515250004,-18315.388945152503,Reversal,2025-06-26,3,True,False
2025-06-23 10:00:00,2025-06-24 09:15:00,BEAR_CALL,24829.2,24850,25350,149.7,13.9,415.5,71.55,135.79999999999998,343.95,-208.15,-67648.75,259.3983991825,-67908.1483991825,Reversal,2025-06-26,1,True,False
2025-06-24 09:15:00,2025-06-26 14:10:00,BULL_PUT,25234.4,25250,24750,122.15,16.25,3.75,0.6,105.9,3.15,102.75,33393.75,153.99425988750002,33239.7557401125,Target,2025-06-26,2,True,False
2025-06-26 14:10:00,2025-07-02 13:10:00,BULL_PUT,25515.95,25500,25000,182.0,48.95,75.95,2.8,133.05,73.15,59.900000000000006,19467.500000000004,197.99550818499998,19269.504491815005,Reversal,2025-07-03,6,True,True
2025-07-02 13:10:00,2025-07-03 14:55:00,BEAR_CALL,25463.1,25450,25950,88.4,2.45,3.85,0.35,85.95,3.5,82.45,26796.25,136.2929068025,26659.9570931975,Target,2025-07-03,1,True,False
2025-07-03 14:55:00,2025-07-10 15:10:00,BEAR_CALL,25408.85,25400,25900,184.1,28.9,0.55,0.1,155.2,0.45000000000000007,154.75,50293.75,183.7454978325,50110.0045021675,Target,2025-07-10,7,True,True
2025-07-10 15:10:00,2025-07-16 14:10:00,BEAR_CALL,25362.75,25350,25850,165.25,18.95,21.25,0.85,146.3,20.4,125.9,40917.5,176.96349861500002,40740.536501385,Reversal,2025-07-17,6,True,True
2025-07-16 14:10:00,2025-07-17 15:15:00,BULL_PUT,25243.75,25250,24750,69.15,2.1,134.85,0.05,67.05000000000001,134.79999999999998,-67.74999999999997,-22018.74999999999,146.3938149575,-22165.14381495749,Expiry,2025-07-17,1,True,False
2025-07-18 09:15:00,2025-07-18 09:40:00,BULL_PUT,25086.7,25100,24600,106.0,12.55,124.6,14.3,93.45,110.3,-16.849999999999994,-5476.249999999998,170.0129508225,-5646.262950822498,Reversal,2025-07-24,0,False,False
2025-07-18 09:40:00,2025-07-23 12:05:00,BEAR_CALL,25044.3,25050,25550,153.85,14.15,135.95,2.0,139.7,133.95,5.75,1868.75,188.3200542475,1680.4299457525,Reversal,2025-07-24,5,True,False
2025-07-23 12:05:00,2025-07-24 12:00:00,BULL_PUT,25158.65,25150,24650,50.05,1.65,89.15,0.7,48.4,88.45,-40.050000000000004,-13016.250000000002,131.12059062749998,-13147.370590627503,Reversal,2025-07-24,1,True,False
2025-07-24 12:00:00,2025-07-31 09:25:00,BEAR_CALL,25037.55,25050,25550,159.65,18.4,3.6,1.1,141.25,2.5,138.75,45093.75,171.8294018875,44921.9205981125,Target,2025-07-31,7,True,True
2025-07-31 09:25:00,2025-07-31 13:35:00,BEAR_CALL,24709.4,24700,25200,171.55,27.85,332.55,62.2,143.70000000000002,270.35,-126.65,-41161.25,255.0679298575,-41416.3179298575,Reversal,2025-08-07,0,False,True
2025-07-31 13:35:00,2025-08-01 11:40:00,BULL_PUT,24944.9,24950,24450,147.7,32.8,322.2,64.2,114.89999999999999,258.0,-143.10000000000002,-46507.50000000001,244.190561245,-46751.69056124501,Reversal,2025-08-07,1,True,True
2025-08-01 11:40:00,2025-08-07 10:10:00,BEAR_CALL,24646.9,24650,25150,166.65,23.25,6.4,1.3,143.4,5.1000000000000005,138.3,44947.50000000001,176.27310898000002,44771.22689102001,Target,2025-08-07,6,True,False
2025-08-07 10:10:00,2025-08-07 15:20:00,BEAR_CALL,24476.05,24500,25000,149.65,16.55,217.75,25.5,133.1,192.25,-59.150000000000006,-19223.750000000004,209.5558529225,-19433.305852922505,Reversal,2025-08-14,0,False,True
2025-08-07 15:20:00,2025-08-14 15:15:00,BULL_PUT,24629.25,24650,24150,137.35,19.25,23.6,0.05,118.1,23.55,94.55,30728.75,164.10233676250002,30564.6476632375,Expiry,2025-08-14,7,True,True
2025-08-18 09:15:00,2025-08-21 09:55:00,BULL_PUT,24943.3,24950,24450,135.25,14.6,6.45,1.05,120.65,5.4,115.25,37456.25,160.4032067175,37295.8467932825,Target,2025-08-21,3,True,False
2025-08-21 09:55:00,2025-08-22 10:15:00,BULL_PUT,25104.35,25100,24600,118.8,17.45,192.55,21.8,101.35,170.75,-69.4,-22555.000000000004,190.04885213000003,-22745.048852130003,Reversal,2025-08-28,1,True,True
2025-08-22 10:15:00,2025-08-28 09:25:00,BEAR_CALL,24931.9,24950,25450,129.1,9.85,3.65,1.9,119.25,1.75,117.5,38187.5,156.851256725,38030.648743275,Target,2025-08-28,6,True,False
2025-08-28 09:25:00,2025-09-02 09:50:00,BEAR_CALL,24529.05,24550,25050,145.2,19.0,160.35,0.8,126.19999999999999,159.54999999999998,-33.349999999999994,-10838.749999999998,188.0548281175,-11026.804828117498,Reversal,2025-09-02,5,True,True
2025-09-02 09:50:00,2025-09-02 14:25:00,BULL_PUT,24714.6,24700,24200,110.65,16.9,190.75,30.85,93.75,159.9,-66.15,-21498.750000000004,190.1203101075,-21688.870310107504,Reversal,2025-09-09,0,False,True
2025-09-02 14:25:00,2025-09-04 09:15:00,BEAR_CALL,24540.7,24550,25050,165.8,17.45,364.05,48.5,148.35000000000002,315.55,-167.2,-54339.99999999999,249.17786259,-54589.17786258999,Reversal,2025-09-09,2,True,True
2025-09-04 09:15:00,2025-09-09 14:55:00,BULL_PUT,24863.8,24850,24350,90.95,9.4,4.25,0.25,81.55,4.0,77.55,25203.75,138.49990159249998,25065.2500984075,Target,2025-09-09,5,True,False
2025-09-09 14:55:00,2025-09-15 11:55:00,BULL_PUT,24860.15,24850,24350,106.65,14.4,5.9,1.9,92.25,4.0,88.25,28681.25,147.4828742925,28533.7671257075,Target,2025-09-16,6,True,True
2025-09-15 11:55:00,2025-09-16 14:25:00,BULL_PUT,25110.3,25100,24600,48.0,2.5,0.85,0.25,45.5,0.6,44.9,14592.5,117.16459068,14475.33540932,Target,2025-09-16,1,True,False
2025-09-16 14:25:00,2025-09-22 09:15:00,BULL_PUT,25199.8,25200,24700,100.45,13.75,35.4,2.3,86.7,33.1,53.6,17420.0,149.02873799499997,17270.971262005,Reversal,2025-09-23,6,True,True
2025-09-22 09:15:00,2025-09-23 14:55:00,BEAR_CALL,25258.55,25250,25750,76.35,2.15,0.6,0.1,74.19999999999999,0.5,73.69999999999999,23952.499999999996,130.09503366,23822.404966339996,Target,2025-09-23,1,True,False
2025-09-23 14:55:00,2025-09-26 10:10:00,BEAR_CALL,25184.15,25200,25700,168.6,14.7,9.9,2.6,153.9,7.300000000000001,146.6,47645.0,177.03416758999998,47467.96583241,Target,2025-09-30,3,True,True
2025-09-26 10:10:00,2025-09-30 11:55:00,BEAR_CALL,24780.5,24800,25300,110.0,6.3,5.3,1.05,103.7,4.25,99.45,32321.25,147.36337478250002,32173.8866252175,Target,2025-09-30,4,True,False
2025-09-30 11:55:00,2025-10-03 14:40:00,BEAR_CALL,24632.25,24650,25150,167.2,20.65,257.2,7.35,146.54999999999998,249.85,-103.30000000000001,-33572.50000000001,215.65419851999997,-33788.15419852001,Reversal,2025-10-07,3,True,True
2025-10-03 14:40:00,2025-10-07 09:25:00,BULL_PUT,24879.85,24900,24400,74.55,5.6,4.75,1.4,68.95,3.35,65.60000000000001,21320.000000000004,130.97678511499998,21189.023214885005,Target,2025-10-07,4,True,False
2025-10-07 09:25:00,2025-10-14 09:25:00,BULL_PUT,25119.05,25100,24600,99.1,15.2,5.4,1.25,83.89999999999999,4.15,79.74999999999999,25918.749999999996,143.7413349975,25775.008665002497,Target,2025-10-14,7,True,True
2025-10-14 09:25:00,2025-10-14 12:35:00,BULL_PUT,25292.2,25300,24800,109.8,18.2,237.9,42.5,91.6,195.4,-103.80000000000001,-33735.00000000001,202.19867982000002,-33937.19867982001,Reversal,2025-10-20,0,False,True
2025-10-14 12:35:00,2025-10-16 09:15:00,BEAR_CALL,25077.0,25100,25600,165.15,18.8,388.25,40.3,146.35,347.95,-201.6,-65520.0,248.832630625,-65768.832630625,Reversal,2025-10-20,2,True,True
2025-10-16 09:15:00,2025-10-20 09:25:00,BULL_PUT,25412.15,25400,24900,67.1,8.8,2.9,0.85,58.3,2.05,56.25,18281.25,127.48128463249999,18153.7687153675,Target,2025-10-20,4,True,False
2025-10-20 09:25:00,2025-10-24 09:15:00,BULL_PUT,25878.65,25900,25400,152.3,34.35,86.55,8.4,117.95000000000002,78.14999999999999,39.800000000000026,12935.00000000001,186.28439468000002,12748.715605320009,Reversal,2025-10-28,4,True,True
2025-10-24 09:15:00,2025-10-28 15:15:00,BEAR_CALL,25850.8,25850,26350,174.35,10.45,90.3,0.2,163.9,90.1,73.80000000000001,23985.000000000004,189.728343565,23795.271656435005,Expiry,2025-10-28,4,True,False
