entry_time,exit_time,type,entry_spot,sell_strike,buy_strike,sell_entry,buy_entry,sell_exit,buy_exit,net_credit,exit_spread,pnl_per_unit,gross_pnl,charges,total_pnl,exit_reason,expiry,days_held,overnight,is_next_expiry,qty,equity_at_entry,margin_at_entry,margin_req,elm_component,elm_raw,margin_util_pct
2024-10-10 10:05:00,2024-10-10 11:35:00,BULL_PUT,25107.6,25100,24600,146.15,33.0,197.25,48.0,113.15,149.25,-36.099999999999994,-7039.499999999999,206.864239472,-7246.364239471999,Reversal,2024-10-17,0,False,True,195,344213,102523,112775,31384,97920,29.8
2024-10-10 11:35:00,2024-10-14 09:15:00,BEAR_CALL,25001.9,25000,25500,204.9,29.65,148.19,11.8,175.25,136.39,38.860000000000014,7577.700000000003,198.9401299202,7378.759870079803,Reversal,2024-10-17,4,True,True,195,336966,102091,112300,31252,97507,30.3
2024-10-14 09:15:00,2024-10-15 09:45:00,BULL_PUT,25055.95,25050,24550,142.25,18.89,55.8,4.09,123.36,51.709999999999994,71.65,13971.750000000002,152.3752992689,13819.374700731101,Reversal,2024-10-17,1,True,False,195,344345,70992,78091,0,97718,20.6
2024-10-15 09:45:00,2024-10-16 14:00:00,BEAR_CALL,25118.7,25100,25600,136.85,5.15,28.55,1.6,131.7,26.95,104.74999999999999,20426.249999999996,141.2757990545,20284.974200945497,Reversal,2024-10-17,1,True,False,195,358164,71170,78287,0,97963,19.9
2024-10-16 14:00:00,2024-10-16 15:10:00,BULL_PUT,25000.15,25000,24500,92.95,3.15,66.09,1.5,89.8,64.59,25.209999999999994,4915.949999999999,139.53041808470002,4776.419581915299,Reversal,2024-10-17,0,False,False,195,378449,70834,77917,0,97501,18.7
2024-10-16 15:10:00,2024-10-17 11:10:00,BEAR_CALL,24968.2,24950,25450,93.25,1.7,5.25,0.75,91.55,4.5,87.05,16974.75,122.0707558985,16852.6792441015,Target,2024-10-17,1,True,False,195,383226,70743,77818,0,97376,18.5
2024-10-17 11:10:00,2024-10-18 09:45:00,BEAR_CALL,24790.95,24800,25300,184.0,23.3,111.0,11.95,160.7,99.05,61.64999999999999,12021.749999999998,182.11632905750002,11839.633670942498,Reversal,2024-10-24,1,True,True,195,400078,101230,111353,30989,96685,25.3
2024-10-18 09:45:00,2024-10-21 09:30:00,BULL_PUT,24703.8,24700,24200,170.05,39.4,63.4,8.69,130.65,54.71,75.94,14808.3,165.3006327302,14642.9993672698,Reversal,2024-10-24,3,True,False,195,411918,69994,76994,0,96345,17.0
2024-10-21 09:30:00,2024-10-21 10:00:00,BEAR_CALL,24819.7,24800,25300,176.15,12.6,106.0,8.05,163.55,97.95,65.60000000000001,12792.000000000002,176.507755964,12615.492244036002,Reversal,2024-10-24,0,False,False,195,426561,70322,77355,0,96797,16.5
2024-10-21 10:00:00,2024-10-21 12:10:00,BULL_PUT,24808.35,24800,24300,169.7,25.05,173.35,23.8,144.64999999999998,149.54999999999998,-4.900000000000006,-955.5000000000011,199.226166497,-1154.726166497001,Reversal,2024-10-24,0,False,False,195,439177,70290,77319,0,96753,16.0
