entry_time,exit_time,type,entry_spot,sell_strike,buy_strike,sell_entry,buy_entry,sell_exit,buy_exit,net_credit,exit_spread,pnl_per_unit,gross_pnl,charges,total_pnl,exit_reason,expiry,days_held,overnight,is_next_expiry,qty,equity_at_entry,margin_at_entry,margin_req,elm_component,elm_raw,margin_util_pct
2024-10-21 12:10:00,2024-10-21 13:55:00,BEAR_CALL,24720.95,24700,25200,139.1,11.2,183.7,14.75,127.89999999999999,168.95,-41.05,-8004.749999999999,189.95455471249997,-8194.7045547125,Reversal,2024-10-24,0,False,False,195,438022,70043,77047,0,96412,16.0
2024-10-21 13:55:00,2024-10-21 15:20:00,BULL_PUT,24854.3,24850,24350,140.85,15.5,178.6,20.35,125.35,158.25,-32.900000000000006,-6415.500000000001,190.92562403899998,-6606.4256240390005,Reversal,2024-10-24,0,False,False,195,429827,70421,77463,0,96932,16.4
2024-10-21 15:20:00,2024-10-22 09:40:00,BEAR_CALL,24765.3,24750,25250,115.0,7.8,142.1,6.65,107.2,135.45,-28.249999999999986,-5508.749999999997,168.97109127649998,-5677.721091276498,Reversal,2024-10-24,1,True,False,195,423221,70168,77185,0,96585,16.6
2024-10-22 09:40:00,2024-10-22 10:10:00,BULL_PUT,24851.3,24850,24350,129.69,12.65,122.0,10.45,117.03999999999999,111.55,5.489999999999995,1070.549999999999,168.8335589777,901.716441022299,Reversal,2024-10-24,0,False,False,195,417543,70412,77453,0,96920,16.9
2024-10-22 10:10:00,2024-10-23 10:00:00,BEAR_CALL,24757.85,24750,25250,145.6,6.7,27.95,1.95,138.9,26.0,112.9,22015.5,143.76280208599997,21871.737197914,Reversal,2024-10-24,1,True,False,195,418445,70147,77162,0,96556,16.8
2024-10-23 10:00:00,2024-10-23 14:20:00,BULL_PUT,24529.25,24550,24050,138.69,15.8,136.15,7.0,122.89,129.15,-6.260000000000005,-1220.700000000001,174.64961277319995,-1395.349612773201,Reversal,2024-10-24,0,False,False,195,440316,69500,76449,0,95664,15.8
2024-10-23 14:20:00,2024-10-24 13:30:00,BEAR_CALL,24445.0,24450,24950,87.9,2.4,3.9,0.4,85.5,3.5,82.0,15990.0,120.17160099799999,15869.828399002,Target,2024-10-24,1,True,False,195,438921,69261,76187,0,95336,15.8
2024-10-24 13:30:00,2024-10-25 15:10:00,BEAR_CALL,24393.55,24400,24900,175.75,22.9,58.6,6.7,152.85,51.9,100.94999999999999,19685.249999999996,163.52136808850003,19521.728631911497,Reversal,2024-10-31,1,True,True,195,454791,99607,109568,30492,95135,21.9
2024-10-25 15:10:00,2024-10-28 09:40:00,BULL_PUT,24172.4,24150,23650,153.19,31.55,124.75,22.45,121.64,102.3,19.340000000000003,3771.3000000000006,181.10438308220003,3590.1956169178006,Reversal,2024-10-31,3,True,False,195,474313,68488,75337,0,94272,14.4
2024-10-28 09:40:00,2024-10-28 09:55:00,BEAR_CALL,24148.85,24150,24650,177.35,15.15,224.5,20.45,162.2,204.05,-41.85000000000002,-8160.750000000005,214.0146288935,-8374.764628893505,Reversal,2024-10-31,0,False,False,195,477903,68422,75264,0,94181,14.3
2024-10-28 09:55:00,2024-10-28 14:00:00,BULL_PUT,24287.95,24300,23800,138.55,22.7,71.65,10.8,115.85000000000001,60.85000000000001,55.0,10725.0,158.026601831,10566.973398169,Reversal,2024-10-31,0,False,False,195,469528,68816,75697,0,94723,14.7
2024-10-28 14:00:00,2024-10-29 12:00:00,BEAR_CALL,24374.2,24350,24850,152.0,8.44,72.2,2.85,143.56,69.35000000000001,74.21,14470.949999999999,158.45305451870001,14312.496945481298,Reversal,2024-10-31,1,True,False,195,480095,69060,75966,0,95059,14.4
2024-10-29 12:00:00,2024-10-30 09:15:00,BULL_PUT,24279.3,24300,23800,131.75,12.95,52.35,5.8,118.8,46.550000000000004,72.25,14088.75,148.4430871955,13940.3069128045,Reversal,2024-10-31,1,True,False,195,494408,68791,75670,0,94689,13.9
2024-10-30 09:15:00,2024-10-31 11:20:00,BEAR_CALL,24365.2,24350,24850,130.44,3.75,7.25,0.95,126.69,6.3,120.39,23476.05,133.17294146569998,23342.8770585343,Target,2024-10-31,1,True,False,195,508348,69035,75938,0,95024,13.6
2024-10-31 11:20:00,2024-11-01 18:00:00,BEAR_CALL,24259.9,24250,24750,237.0,45.5,232.45,50.5,191.5,181.95,9.550000000000011,1862.2500000000023,243.7744665335,1618.4755334665024,Reversal,2024-11-07,1,True,True,195,531691,99061,108967,30325,94614,18.6
2024-11-01 18:00:00,2024-11-04 09:15:00,BULL_PUT,24342.35,24350,23850,256.89,78.95,272.45,81.34,177.94,191.10999999999999,-13.169999999999987,-2568.1499999999974,272.07735038690004,-2840.2273503868973,Reversal,2024-11-07,3,True,False,195,533309,68970,75867,0,94935,12.9
2024-11-04 09:15:00,2024-11-04 12:00:00,BEAR_CALL,24115.25,24100,24600,270.0,52.9,119.45,16.39,217.1,103.06,114.03999999999999,22237.8,212.1566766662,22025.6433233338,Reversal,2024-11-07,0,False,False,195,530469,68327,75159,0,94049,12.9
2024-11-04 12:00:00,2024-11-05 11:35:00,BULL_PUT,23946.45,23950,23450,239.3,66.15,194.25,44.95,173.15,149.3,23.849999999999994,4650.749999999999,233.88376872950002,4416.866231270499,Reversal,2024-11-07,1,True,False,195,552495,67848,74633,0,93391,12.3
2024-11-05 11:35:00,2024-11-05 13:20:00,BEAR_CALL,23898.45,23900,24400,208.6,32.54,186.9,26.9,176.06,160.0,16.060000000000002,3131.7000000000003,215.3498115722,2916.3501884278003,Reversal,2024-11-07,0,False,False,195,556911,67712,74484,0,93204,12.2
2024-11-05 13:20:00,2024-11-06 10:10:00,BULL_PUT,23970.2,23950,23450,205.55,46.4,12.3,4.7,159.15,7.6000000000000005,151.55,29552.250000000004,160.1904112385,29392.059588761505,Target,2024-11-07,1,True,False,195,559828,67916,74707,0,93484,12.1
2024-11-06 10:10:00,2024-11-07 09:20:00,BULL_PUT,24379.25,24400,23900,112.3,10.7,48.45,0.8,101.6,47.650000000000006,53.94999999999999,10520.249999999998,140.3701300175,10379.879869982498,Reversal,2024-11-07,1,True,False,195,589220,69075,75982,0,95079,11.7
2024-11-07 09:20:00,2024-11-08 09:25:00,BEAR_CALL,24397.1,24400,24900,234.75,45.8,78.55,7.85,188.95,70.7,118.24999999999999,23058.749999999996,187.83595747850003,22870.914042521497,Reversal,2024-11-14,1,True,True,195,599600,99621,109584,30496,95149,16.6
2024-11-08 09:25:00,2024-11-08 11:50:00,BULL_PUT,24170.5,24150,23650,176.35,41.65,158.3,28.65,134.7,129.65,5.049999999999983,984.7499999999967,199.6128834185,785.1371165814967,Reversal,2024-11-14,0,False,False,195,622471,68483,75331,0,94265,11.0
2024-11-08 11:50:00,2024-11-11 09:30:00,BEAR_CALL,24120.15,24100,24600,177.2,20.0,143.0,11.85,157.2,131.15,26.049999999999983,5079.749999999996,188.9659889915,4890.784011008496,Reversal,2024-11-14,3,True,False,195,623256,68340,75174,0,94069,11.0
2024-11-11 09:30:00,2024-11-11 12:20:00,BULL_PUT,24143.95,24150,23650,158.55,19.89,84.75,8.5,138.66000000000003,76.25,62.410000000000025,12169.950000000004,166.3875481247,12003.562451875305,Reversal,2024-11-14,0,False,False,195,628147,68408,75249,0,94161,10.9
2024-11-11 12:20:00,2024-11-11 14:35:00,BEAR_CALL,24217.15,24200,24700,148.65,8.85,118.35,7.15,139.8,111.19999999999999,28.600000000000023,5577.000000000005,171.80502029000002,5405.194979710004,Reversal,2024-11-14,0,False,False,195,640150,68615,75477,0,94447,10.7
2024-11-11 14:35:00,2024-11-12 10:35:00,BULL_PUT,24191.5,24200,23700,125.2,11.2,137.65,9.5,114.0,128.15,-14.150000000000006,-2759.250000000001,171.6257643365,-2930.875764336501,Reversal,2024-11-14,1,True,False,195,645555,68543,75397,0,94347,10.6
2024-11-12 10:35:00,2024-11-13 12:45:00,BEAR_CALL,24120.4,24100,24600,137.0,7.55,7.7,1.45,129.45,6.25,123.19999999999999,24023.999999999996,135.589500131,23888.410499868998,Target,2024-11-14,1,True,False,195,642625,68341,75175,0,94070,10.6
2024-11-13 12:45:00,2024-11-14 10:00:00,BEAR_CALL,23675.2,23700,24200,87.6,4.95,38.7,0.75,82.64999999999999,37.95,44.69999999999999,8716.499999999998,130.25207365999998,8586.247926339998,Reversal,2024-11-14,1,True,False,195,666513,67080,73788,0,92333,10.1
2024-11-14 10:00:00,2024-11-14 11:05:00,BULL_PUT,23653.6,23650,23150,148.0,33.25,203.2,41.6,114.75,161.6,-46.849999999999994,-9135.749999999998,207.3087841115,-9343.058784111498,Reversal,2024-11-21,0,False,True,195,675099,96586,106244,29567,92249,14.3
2024-11-14 11:05:00,2024-11-18 12:10:00,BEAR_CALL,23520.9,23500,24000,188.0,24.1,114.6,6.4,163.9,108.19999999999999,55.70000000000002,10861.500000000004,182.775475253,10678.724524747004,Reversal,2024-11-21,4,True,True,195,665756,96044,105648,29401,91732,14.4
2024-11-18 12:10:00,2024-11-18 14:30:00,BULL_PUT,23477.55,23500,23000,142.0,16.35,152.4,15.6,125.65,136.8,-11.150000000000006,-2174.250000000001,182.5928715005,-2356.842871500501,Reversal,2024-11-21,0,False,False,195,676435,66520,73172,0,91562,9.8
2024-11-18 14:30:00,2024-11-19 09:15:00,BEAR_CALL,23420.65,23400,23900,145.69,8.15,196.05,8.5,137.54,187.55,-50.01000000000002,-9751.950000000004,193.2738415457,-9945.223841545705,Reversal,2024-11-21,1,True,False,195,674078,66359,72994,0,91341,9.8
2024-11-19 09:15:00,2024-11-19 14:50:00,BULL_PUT,23590.05,23600,23100,130.85,10.35,69.2,3.2,120.5,66.0,54.5,10627.5,152.011034468,10475.488965532,Reversal,2024-11-21,0,False,False,195,664133,66838,73522,0,92001,10.1
2024-11-19 14:50:00,2024-11-21 09:35:00,BEAR_CALL,23636.75,23650,24150,94.0,1.85,5.05,0.8,92.15,4.25,87.9,17140.5,122.24895187099999,17018.251048129,Target,2024-11-21,2,True,False,195,674608,66971,73668,0,92183,9.9
2024-11-21 09:35:00,2024-11-22 09:15:00,BEAR_CALL,23283.6,23300,23800,218.05,36.95,259.6,43.7,181.10000000000002,215.90000000000003,-34.80000000000001,-6786.000000000002,243.570086429,-7029.570086429002,Reversal,2024-11-28,1,True,True,195,691626,95075,104582,29104,90806,13.7
2024-11-22 09:15:00,2024-11-22 10:45:00,BULL_PUT,23420.65,23400,22900,169.2,45.55,132.8,34.1,123.64999999999999,98.70000000000002,24.949999999999974,4865.249999999995,192.2722815395,4672.977718460495,Reversal,2024-11-28,0,False,False,195,684597,66359,72994,0,91341,9.7
2024-11-22 10:45:00,2024-11-22 12:05:00,BEAR_CALL,23474.65,23450,23950,248.3,44.45,325.6,70.84,203.85000000000002,254.76000000000002,-50.91,-9927.449999999999,278.7920796497,-10206.242079649699,Reversal,2024-11-28,0,False,False,195,689270,66512,73163,0,91551,9.6
2024-11-22 12:05:00,2024-11-25 12:50:00,BULL_PUT,23639.65,23650,23150,198.9,59.4,18.64,7.05,139.5,11.59,127.91,24942.45,161.9343990737,24780.5156009263,Reversal,2024-11-28,3,True,False,195,679064,66979,73677,0,92195,9.9
2024-11-25 12:50:00,2024-11-26 09:15:00,BEAR_CALL,24209.8,24200,24700,188.8,22.1,177.65,15.4,166.70000000000002,162.25,4.450000000000017,867.7500000000033,203.1469787885,664.6030212115033,Reversal,2024-11-28,1,True,False,195,703844,68594,75454,0,94418,9.7
2024-11-26 09:15:00,2024-11-26 10:15:00,BULL_PUT,24310.35,24300,23800,142.4,22.85,167.0,23.2,119.55000000000001,143.8,-24.25,-4728.75,189.5090592335,-4918.2590592335,Reversal,2024-11-28,0,False,False,195,704509,68879,75767,0,94810,9.8
2024-11-26 10:15:00,2024-11-27 12:20:00,BEAR_CALL,24171.75,24150,24650,166.9,10.75,155.1,5.09,156.15,150.01,6.140000000000015,1197.300000000003,186.85045989920002,1010.4495401008029,Reversal,2024-11-28,1,True,False,195,699591,68487,75335,0,94270,9.8
2024-11-27 12:20:00,2024-11-28 10:30:00,BULL_PUT,24256.65,24250,23750,77.09,4.75,35.29,0.95,72.34,34.339999999999996,38.00000000000001,7410.000000000002,126.41432911039999,7283.585670889602,Reversal,2024-11-28,1,True,False,195,700601,68727,75600,0,94601,9.8
2024-11-28 10:30:00,2024-11-29 09:25:00,BEAR_CALL,24225.8,24250,24750,231.7,36.65,89.3,9.8,195.04999999999998,79.5,115.54999999999998,22532.249999999996,189.76805979350002,22342.481940206497,Reversal,2024-12-05,1,True,True,195,707885,98922,108814,30282,94481,14.0
2024-11-29 09:25:00,2024-12-02 09:15:00,BULL_PUT,24029.1,24050,23550,210.65,53.8,138.75,25.9,156.85000000000002,112.85,44.00000000000003,8580.000000000005,203.88952223299998,8376.110477767006,Reversal,2024-12-05,3,True,False,195,730227,68082,74891,0,93713,9.3
2024-12-02 09:15:00,2024-12-02 09:45:00,BEAR_CALL,24037.75,24050,24550,181.05,19.6,226.2,26.85,161.45000000000002,199.35,-37.89999999999998,-7390.499999999995,217.683856631,-7608.183856630995,Reversal,2024-12-05,0,False,False,195,738603,68107,74918,0,93747,9.2
2024-12-02 09:45:00,2024-12-04 11:55:00,BULL_PUT,24129.2,24150,23650,145.05,25.15,37.29,2.95,119.9,34.339999999999996,85.56,16684.2,148.14966953720003,16536.0503304628,Reversal,2024-12-05,2,True,False,195,730995,68366,75203,0,94104,9.4
2024-12-04 11:55:00,2024-12-04 12:25:00,BEAR_CALL,24414.0,24400,24900,146.05,7.0,152.3,5.85,139.05,146.45000000000002,-7.400000000000006,-1443.0000000000011,180.16452185600005,-1623.164521856001,Reversal,2024-12-05,0,False,False,195,747531,69173,76090,0,95215,9.3
2024-12-04 12:25:00,2024-12-04 14:50:00,BULL_PUT,24495.1,24500,24000,142.5,14.5,143.44,16.64,128.0,126.8,1.2000000000000028,234.00000000000057,180.3227354804,53.677264519600556,Reversal,2024-12-05,0,False,False,195,745908,69403,76343,0,95531,9.3
2024-12-04 14:50:00,2024-12-05 12:05:00,BEAR_CALL,24445.25,24450,24950,119.2,3.25,152.3,4.9,115.95,147.4,-31.450000000000003,-6132.750000000001,172.13496927949998,-6304.884969279501,Reversal,2024-12-05,1,True,False,195,745962,69262,76188,0,95336,9.3
2024-12-05 12:05:00,2024-12-05 14:50:00,BULL_PUT,24516.75,24500,24000,263.64,96.35,130.1,43.65,167.29,86.44999999999999,80.84,15763.800000000001,224.7742589162,15539.0257410838,Reversal,2024-12-12,0,False,True,195,739657,100110,110121,30646,95615,13.5
2024-12-05 14:50:00,2024-12-05 15:05:00,BEAR_CALL,24624.8,24600,25100,321.45,81.4,263.25,59.8,240.04999999999998,203.45,36.599999999999994,7136.999999999999,281.606345417,6855.393654582999,Reversal,2024-12-12,0,False,True,195,755196,100551,110606,30781,96037,13.3
2024-12-05 15:05:00,2024-12-09 10:00:00,BULL_PUT,24717.85,24700,24200,223.3,69.25,220.9,43.4,154.05,177.5,-23.44999999999999,-4572.749999999998,236.8325187155,-4809.582518715498,Reversal,2024-12-12,4,True,True,195,762051,100931,111024,30897,96400,13.2
2024-12-09 10:00:00,2024-12-10 15:05:00,BEAR_CALL,24605.8,24600,25100,171.7,26.3,111.35,9.65,145.39999999999998,101.69999999999999,43.69999999999999,8521.499999999998,178.43484947000002,8343.065150529997,Reversal,2024-12-12,1,True,False,195,757241,69716,76688,0,95963,9.2
2024-12-10 15:05:00,2024-12-12 10:55:00,BULL_PUT,24620.3,24600,24100,121.4,9.35,39.4,1.95,112.05000000000001,37.449999999999996,74.60000000000002,14547.000000000004,140.530992323,14406.469007677004,Reversal,2024-12-12,2,True,False,195,765585,69758,76733,0,96019,9.1
2024-12-12 10:55:00,2024-12-13 11:15:00,BEAR_CALL,24602.1,24600,25100,196.7,30.4,65.75,9.55,166.29999999999998,56.2,110.09999999999998,21469.499999999996,172.79462961199997,21296.705370387997,Reversal,2024-12-19,1,True,True,195,779991,100459,110504,30753,95948,12.9
2024-12-13 11:15:00,2024-12-16 10:25:00,BULL_PUT,24317.25,24300,23800,194.15,43.1,42.95,6.05,151.05,36.900000000000006,114.15,22259.25,165.78574283749998,22093.4642571625,Reversal,2024-12-19,3,True,False,195,801288,68899,75789,0,94837,8.6
2024-12-16 10:25:00,2024-12-18 12:50:00,BEAR_CALL,24665.25,24650,25150,172.85,24.1,12.6,5.25,148.75,7.35,141.4,27573.0,149.411493524,27423.588506476,Target,2024-12-19,2,True,False,195,823381,69885,76873,0,96194,8.5
2024-12-18 12:50:00,2024-12-19 12:20:00,BEAR_CALL,24168.0,24150,24650,101.4,12.6,6.6,2.4,88.80000000000001,4.199999999999999,84.60000000000001,16497.0,126.12442949,16370.87557051,Target,2024-12-19,1,True,False,195,850805,68476,75324,0,94255,8.0
2024-12-26 09:15:00,2024-12-26 10:05:00,BULL_PUT,23835.4,23850,23350,165.5,37.0,180.1,39.0,128.5,141.1,-12.599999999999994,-2456.999999999999,205.23175500800002,-2662.2317550079993,Reversal,2025-01-02,0,False,True,195,867176,97328,107061,29794,92958,11.2
2024-12-27 09:15:00,2024-12-27 12:05:00,BULL_PUT,23823.05,23800,23300,157.0,34.5,110.65,16.7,122.5,93.95,28.549999999999997,5567.249999999999,176.8381767755,5390.411823224499,Reversal,2025-01-02,0,False,False,195,864513,67499,74249,0,92910,7.8
2024-12-30 10:45:00,2024-12-30 12:25:00,BULL_PUT,23840.5,23850,23350,123.85,11.5,119.9,13.5,112.35,106.4,5.949999999999989,1160.2499999999977,167.36580931249998,992.8841906874977,Reversal,2025-01-02,0,False,False,195,869904,67548,74303,0,92978,7.8
2024-12-31 10:50:00,2025-01-01 09:45:00,BULL_PUT,23586.0,23600,23100,154.44,17.89,118.95,10.05,136.55,108.9,27.650000000000006,5391.750000000001,175.1757425579,5216.574257442101,Reversal,2025-01-02,1,True,False,195,870897,66827,73510,0,91985,7.7
2025-01-01 10:45:00,2025-01-02 13:00:00,BULL_PUT,23710.85,23700,23200,125.55,9.69,6.75,1.0,115.86,5.75,110.11,21471.45,132.2126562437,21339.2373437563,Target,2025-01-02,1,True,False,195,876113,67181,73899,0,92472,7.7
2025-01-02 13:00:00,2025-01-03 09:30:00,BULL_PUT,24061.0,24050,23550,206.1,61.7,152.6,31.8,144.39999999999998,120.8,23.59999999999998,4601.999999999996,208.87460468600003,4393.125395313997,Reversal,2025-01-09,1,True,True,195,897453,98249,108074,30076,93838,10.9
2025-01-03 09:30:00,2025-01-03 11:20:00,BEAR_CALL,24105.2,24100,24600,198.2,31.3,158.19,21.6,166.89999999999998,136.59,30.309999999999974,5910.449999999995,202.77205571270002,5707.677944287295,Reversal,2025-01-09,0,False,False,195,901846,68298,75128,0,94010,7.6
2025-01-03 11:20:00,2025-01-03 14:00:00,BULL_PUT,24132.55,24150,23650,201.5,33.6,223.5,34.9,167.9,188.6,-20.69999999999999,-4036.4999999999977,226.04394990499998,-4262.543949904998,Reversal,2025-01-09,0,False,False,195,907553,68376,75213,0,94117,7.5
2025-01-03 14:00:00,2025-01-06 09:20:00,BEAR_CALL,24032.6,24050,24550,144.35,17.85,126.65,13.75,126.5,112.9,13.599999999999994,2651.999999999999,175.580124038,2476.419875961999,Reversal,2025-01-09,3,True,False,195,903291,68092,74902,0,93727,7.5
2025-01-06 09:20:00,2025-01-06 09:40:00,BULL_PUT,24080.6,24100,23600,207.05,30.55,270.35,50.55,176.5,219.8,-43.30000000000001,-8443.500000000002,244.898930855,-8688.398930855003,Reversal,2025-01-09,0,False,False,195,905767,68228,75051,0,93914,7.5
2025-01-06 09:40:00,2025-01-06 12:35:00,BEAR_CALL,23948.35,23950,24450,151.8,20.95,87.7,11.95,130.85000000000002,75.75,55.10000000000002,10744.500000000004,166.40096571200002,10578.099034288003,Reversal,2025-01-09,0,False,False,195,897079,67854,74639,0,93399,7.6
2025-01-06 12:35:00,2025-01-06 13:45:00,BULL_PUT,23747.8,23750,23250,209.5,48.9,252.4,61.25,160.6,191.15,-30.55000000000001,-5957.250000000002,245.07616259149998,-6202.326162591502,Reversal,2025-01-09,0,False,False,195,907657,67285,74014,0,92616,7.4
2025-01-06 13:45:00,2025-01-07 09:15:00,BEAR_CALL,23633.75,23650,24150,189.45,37.85,222.15,39.85,151.6,182.3,-30.700000000000017,-5986.500000000004,224.068829459,-6210.568829459004,Reversal,2025-01-09,1,True,False,195,901455,66962,73659,0,92172,7.4
2025-01-07 09:15:00,2025-01-07 10:00:00,BULL_PUT,23754.0,23750,23250,174.05,33.79,192.45,37.1,140.26000000000002,155.35,-15.089999999999975,-2942.549999999995,210.2847613157,-3152.8347613156952,Reversal,2025-01-09,0,False,False,195,895244,67303,74033,0,92641,7.5
2025-01-07 10:00:00,2025-01-08 13:40:00,BEAR_CALL,23650.2,23650,24150,167.6,17.85,44.95,2.54,149.75,42.410000000000004,107.34,20931.3,155.80742971220002,20775.4925702878,Reversal,2025-01-09,1,True,False,195,892091,67009,73710,0,92236,7.5
2025-01-08 13:40:00,2025-01-09 09:35:00,BULL_PUT,23629.5,23650,23150,118.0,5.35,82.0,1.75,112.65,80.25,32.400000000000006,6318.000000000001,151.231264373,6166.768735627001,Reversal,2025-01-09,1,True,False,195,912867,66950,73645,0,92155,7.3
2025-01-09 09:35:00,2025-01-10 10:50:00,BEAR_CALL,23604.05,23600,24100,198.4,34.9,122.1,15.05,163.5,107.05,56.45,11007.75,191.12190618350002,10816.6280938165,Reversal,2025-01-16,1,True,True,195,919033,96383,106022,29505,92056,10.5
2025-01-10 10:50:00,2025-01-10 14:10:00,BULL_PUT,23464.85,23450,22950,171.6,40.6,138.85,27.75,131.0,111.1,19.900000000000006,3880.500000000001,192.45456034400001,3688.045439656001,Reversal,2025-01-16,0,False,False,195,929850,66484,73132,0,91513,7.1
2025-01-10 14:10:00,2025-01-13 10:30:00,BEAR_CALL,23441.25,23450,23950,197.7,28.1,104.85,11.95,169.6,92.89999999999999,76.7,14956.5,184.593191738,14771.906808262,Reversal,2025-01-16,3,True,False,195,933538,66417,73059,0,91421,7.1
2025-01-13 10:30:00,2025-01-13 12:15:00,BULL_PUT,23334.1,23350,22850,164.0,32.7,212.4,36.7,131.3,175.7,-44.39999999999998,-8657.999999999996,212.93708305400003,-8870.937083053996,Reversal,2025-01-16,0,False,False,195,948310,66113,72725,0,91003,7.0
2025-01-13 12:15:00,2025-01-14 09:15:00,BEAR_CALL,23192.6,23200,23700,155.44,17.89,129.69,13.2,137.55,116.49,21.060000000000016,4106.7000000000035,179.36287269859997,3927.3371273014036,Reversal,2025-01-16,1,True,False,195,939439,65712,72284,0,90451,7.0
2025-01-14 09:15:00,2025-01-14 13:00:00,BULL_PUT,23210.45,23200,22700,103.1,15.6,103.05,13.3,87.5,89.75,-2.25,-438.75,157.15733978150004,-595.9073397815,Reversal,2025-01-16,0,False,False,195,943366,65763,72339,0,90521,7.0
2025-01-14 13:00:00,2025-01-15 10:20:00,BEAR_CALL,23151.15,23150,23650,114.65,8.05,129.85,4.3,106.60000000000001,125.55,-18.94999999999999,-3695.2499999999977,164.78046721549998,-3860.0304672154975,Reversal,2025-01-16,1,True,False,195,942771,65595,72154,0,90289,7.0
2025-01-15 10:20:00,2025-01-15 13:15:00,BULL_PUT,23241.65,23250,22750,75.05,7.0,75.75,5.45,68.05,70.3,-2.25,-438.75,138.7368283475,-577.4868283475,Reversal,2025-01-16,0,False,False,195,938910,65851,72436,0,90642,7.0
2025-01-15 13:15:00,2025-01-16 09:15:00,BEAR_CALL,23185.4,23200,23700,67.7,2.54,128.25,2.54,65.16,125.71,-60.55,-11807.25,150.35204166889997,-11957.6020416689,Reversal,2025-01-16,1,True,False,195,938333,65692,72261,0,90423,7.0
2025-01-16 09:15:00,2025-01-17 09:15:00,BULL_PUT,23335.75,23350,22850,172.15,39.79,233.25,56.4,132.36,176.85,-44.48999999999998,-8675.549999999996,227.17095456169997,-8902.720954561695,Reversal,2025-01-23,1,True,True,195,926375,95288,104816,29170,91009,10.3
2025-01-17 09:15:00,2025-01-17 10:25:00,BEAR_CALL,23181.75,23200,23700,199.3,33.79,211.35,28.45,165.51000000000002,182.9,-17.389999999999986,-3391.0499999999975,220.2282806807,-3611.2782806806977,Reversal,2025-01-23,0,False,False,195,917473,65682,72250,0,90409,7.2
2025-01-17 10:25:00,2025-01-17 10:45:00,BULL_PUT,23263.65,23250,22750,158.05,32.7,183.35,38.04,125.35000000000001,145.31,-19.959999999999994,-3892.199999999999,203.4438379082,-4095.6438379081987,Reversal,2025-01-23,0,False,False,195,913861,65914,72505,0,90728,7.2
2025-01-17 10:45:00,2025-01-17 12:00:00,BEAR_CALL,23147.2,23150,23650,211.85,30.0,224.55,36.29,181.85,188.26000000000002,-6.410000000000025,-1249.9500000000048,229.27652115470002,-1479.2265211547049,Reversal,2025-01-23,0,False,False,195,909766,65584,72142,0,90274,7.2
2025-01-17 12:00:00,2025-01-20 09:35:00,BULL_PUT,23192.25,23200,22700,187.0,47.55,174.0,35.54,139.45,138.46,0.9899999999999807,193.04999999999623,209.42992183669998,-16.379921836703744,Reversal,2025-01-23,3,True,False,195,908287,65711,72283,0,90450,7.2
2025-01-20 09:35:00,2025-01-20 10:30:00,BEAR_CALL,23179.85,23200,23700,181.0,23.0,190.1,19.85,158.0,170.25,-12.25,-2388.75,205.8194225885,-2594.5694225885,Reversal,2025-01-23,0,False,False,195,908270,65676,72244,0,90401,7.2
2025-01-20 10:30:00,2025-01-21 09:55:00,BULL_PUT,23259.45,23250,22750,145.05,23.7,102.35,13.6,121.35000000000001,88.75,32.60000000000001,6357.000000000002,169.37341666100002,6187.626583339002,Reversal,2025-01-23,1,True,False,195,905676,65902,72492,0,90712,7.3
2025-01-21 09:55:00,2025-01-21 11:45:00,BEAR_CALL,23299.15,23300,23800,172.95,14.85,139.94,12.7,158.1,127.24,30.86,6017.7,186.7064189372,5830.993581062799,Reversal,2025-01-23,0,False,False,195,911863,66014,72616,0,90867,7.2
2025-01-21 11:45:00,2025-01-21 12:15:00,BULL_PUT,23370.95,23350,22850,190.65,29.55,209.45,35.15,161.1,174.29999999999998,-13.199999999999989,-2573.9999999999977,218.77835602399998,-2792.7783560239977,Reversal,2025-01-23,0,False,False,195,917694,66218,72839,0,91147,7.2
2025-01-21 12:15:00,2025-01-21 13:00:00,BEAR_CALL,23161.35,23150,23650,206.55,25.3,209.2,27.7,181.25,181.5,-0.25,-48.75,220.67487031250005,-269.42487031250005,Reversal,2025-01-23,0,False,False,195,914901,65624,72186,0,90329,7.2
2025-01-21 13:00:00,2025-01-21 14:30:00,BULL_PUT,23276.05,23300,22800,186.2,31.85,195.9,24.8,154.35,171.1,-16.75,-3266.25,211.04859391250002,-3477.2985939125,Reversal,2025-01-23,0,False,False,195,914632,65949,72544,0,90777,7.2
2025-01-21 14:30:00,2025-01-22 14:25:00,BEAR_CALL,23101.7,23100,23600,192.0,22.15,79.65,3.65,169.85,76.0,93.85,18300.75,173.0653581935,18127.6846418065,Reversal,2025-01-23,1,True,False,195,911155,65455,72000,0,90097,7.2
2025-01-22 14:25:00,2025-01-23 11:30:00,BULL_PUT,23118.9,23100,22600,57.75,4.59,3.7,1.45,53.16,2.25,50.91,9927.449999999999,112.2471391787,9815.202860821299,Target,2025-01-23,1,True,False,195,929282,65504,72054,0,90164,7.0
2025-01-23 11:30:00,2025-01-24 09:35:00,BULL_PUT,23232.4,23250,22750,180.65,45.0,188.5,46.5,135.65,142.0,-6.349999999999994,-1238.2499999999989,214.58394480949997,-1452.833944809499,Reversal,2025-01-30,1,True,True,195,939098,94866,104352,29041,90606,10.1
