entry_time,exit_time,type,direction,sell_strike,buy_strike,opt_type,expiry,spot_entry,spot_exit,sell_entry,buy_entry,entry_credit,sell_exit,buy_exit,exit_debit,pnl_per_unit,gross_pnl,brokerage,net_pnl,exit_reason,stt,exchange_txn,gst,stamp_duty
2025-01-03 11:00:00,2025-01-03 12:30:00,BEAR_CALL,BEARISH,24000,24500,CE,2025-01-09,24011.6,24059.1,168.5335,27.45575,141.07775,179.452,23.64,155.812,-14.734250000000003,-4788.631250000001,214.32999999999998,-5002.961250000001,Reversal,63.41,46.07,22.72,2
2025-01-03 12:30:00,2025-01-06 09:15:00,BULL_PUT,BULLISH,24050,23550,PE,2025-01-09,24059.1,23990.15,156.27025,23.345,132.92525,168.43924999999996,22.9505,145.48874999999995,-12.563499999999948,-4083.137499999983,206.22,-4289.357499999983,Reversal,59.13,42.83,22.130000000000003,2
2025-01-07 12:30:00,2025-01-09 14:30:00,BEAR_CALL,BEARISH,23700,24200,CE,2025-01-09,23720.4,23531.0,137.9,11.266499999999999,126.63350000000001,0.85,0.3,0.55,126.08350000000002,40977.137500000004,160.81,40816.32750000001,Expiry book profit,45.6,17.58,17.57,0
2025-01-10 11:00:00,2025-01-16 14:15:00,BEAR_CALL,BEARISH,23450,23950,CE,2025-01-16,23460.45,23333.35,219.261,35.47425,183.78674999999998,0.7,0.2,0.49999999999999994,183.28674999999998,59568.19374999999,202.13,59366.063749999994,Expiry book profit,72.41,29.84,19.79,0
2025-01-17 11:00:00,2025-01-23 15:29:00,BEAR_CALL,BEARISH,23100,23600,CE,2025-01-23,23107.65,0.0,198.8715,32.074,166.7975,105.2,0.05,105.15,61.64750000000001,20035.437500000004,250.07,19785.367500000004,Expiry settlement,108.38,39.11,21.46,1
2025-01-24 14:00:00,2025-01-30 15:29:00,BEAR_CALL,BEARISH,23200,23700,CE,2025-01-30,23175.25,0.0,167.69625,23.243499999999997,144.45274999999998,49.75,0.05,49.7,94.75274999999998,30794.643749999992,203.15999999999997,30591.483749999992,Expiry settlement,75.56,28.05,19.47,0
2025-02-01 14:00:00,2025-02-03 12:30:00,BULL_PUT,BULLISH,23500,23000,PE,2025-02-06,23495.25,23288.6,156.418,30.043999999999997,126.37400000000001,222.89399999999998,32.16025,190.73375,-64.35974999999998,-20916.918749999993,218.82999999999998,-21135.748749999995,Reversal,62.22,50.89,23.590000000000003,2
2025-02-03 12:30:00,2025-02-04 12:30:00,BEAR_CALL,BEARISH,23300,23800,CE,2025-02-06,23288.6,23577.6,130.36475,10.342849999999999,120.02189999999999,334.39174999999994,45.999500000000005,288.39224999999993,-168.37034999999995,-54720.36374999998,226.47,-54946.83374999998,Reversal,58.19,59.89,25.21,3
2025-02-04 12:30:00,2025-02-06 15:30:00,BULL_PUT,BULLISH,23600,23100,PE,2025-02-06,23577.6,23628.05,141.98775,22.127,119.86075000000001,0.05,0.05,0.0,119.86075000000001,38954.74375,163.96,38790.78375,Expiry book profit,46.870000000000005,19.17,17.86,0
2025-02-10 11:00:00,2025-02-13 13:45:00,BEAR_CALL,BEARISH,23400,23900,CE,2025-02-13,23395.3,23086.2,155.9255,19.132749999999998,136.79275,0.75,0.1,0.65,136.14275,44246.39375,170.21,44076.183750000004,Expiry book profit,51.480000000000004,20.560000000000002,18.11,0
2025-02-13 14:00:00,2025-02-20 15:29:00,BEAR_CALL,BEARISH,23100,23600,CE,2025-02-20,23077.9,0.0,195.3255,32.885999999999996,162.4395,0.05,0.05,0.0,162.4395,52792.8375,190.42999999999998,52602.4075,Expiry settlement,64.49000000000001,26.650000000000002,19.21,0
2025-03-19 12:30:00,2025-03-20 15:29:00,BEAR_CALL,BEARISH,22900,23400,CE,2025-03-20,22901.3,0.0,87.12325,1.4209999999999998,85.70224999999999,290.75,0.05,290.7,-204.99775,-66624.26875,296.3,-66920.56875,Expiry settlement,146.89,43.96,22.33,3
2025-03-21 11:00:00,2025-03-27 14:30:00,BULL_PUT,BULLISH,23350,22850,PE,2025-03-27,23339.2,23605.05,130.611,18.11775,112.49324999999999,0.75,0.45,0.3,112.19324999999999,36462.806249999994,158.35999999999999,36304.44624999999,Expiry book profit,43.24,17.51,17.57,0
2025-03-28 11:00:00,2025-04-02 12:30:00,BULL_PUT,BULLISH,23600,23100,PE,2025-04-03,23623.95,23278.8,110.714,19.234249999999996,91.47975,324.79999999999995,23.246000000000002,301.554,-210.07424999999998,-68274.13124999999,206.5,-68480.63124999999,Reversal,44.2,54.85,24.299999999999997,3
2025-04-02 12:30:00,2025-04-03 14:45:00,BEAR_CALL,BEARISH,23300,23800,CE,2025-04-03,23278.8,23254.35,65.09865,2.5780999999999996,62.52055000000001,0.75,0.1,0.65,61.87055000000001,20107.928750000003,125.41,19982.518750000003,Expiry book profit,21.51,8.02,15.850000000000001,0
2025-04-07 12:30:00,2025-04-09 15:29:00,BEAR_CALL,BEARISH,21850,22350,CE,2025-04-09,21846.15,0.0,330.17199999999997,112.51274999999998,217.65925,549.79,49.2,500.59,-282.93075,-91952.49375,595.48,-92547.97374999999,Expiry settlement,352.28,120.68,36.19,6
2025-04-11 11:00:00,2025-04-15 12:30:00,BEAR_CALL,BEARISH,22800,23300,CE,2025-04-17,22806.35,23337.35,252.751,67.396,185.35500000000002,560.28,127.95150000000001,432.32849999999996,-246.97349999999994,-80266.38749999998,363.33,-80629.71749999998,Reversal,125.62,116.03999999999999,35.34,6
2025-04-15 12:30:00,2025-04-17 14:45:00,BULL_PUT,BULLISH,23350,22850,PE,2025-04-17,23337.35,23859.7,114.90025,19.031249999999996,95.869,0.85,0.45,0.39999999999999997,95.469,31027.425,151.14,30876.285,Expiry book profit,38.059999999999995,15.780000000000001,17.25,0
2025-04-22 11:00:00,2025-04-24 15:29:00,BULL_PUT,BULLISH,24250,23750,PE,2025-04-24,24228.1,0.0,106.97099999999999,14.46375,92.50724999999998,3.3,0.05,3.25,89.25724999999998,29008.606249999993,148.3,28860.306249999994,Expiry settlement,36.66,14.58,17.03,0
2025-04-25 14:00:00,2025-04-30 13:45:00,BULL_PUT,BULLISH,24150,23650,PE,2025-04-30,24147.75,24349.5,170.15875,51.76499999999999,118.39375000000001,0.95,0.5,0.44999999999999996,117.94375000000001,38331.71875,181.48,38150.23875,Expiry book profit,56.3,26.01,19.09,0
2025-05-02 11:00:00,2025-05-08 15:29:00,BULL_PUT,BULLISH,24450,23950,PE,2025-05-08,24432.0,0.0,171.93175000000002,52.779999999999994,119.15175000000002,175.95,0.25,175.7,-56.54824999999997,-18378.18124999999,280.75,-18658.93124999999,Expiry settlement,128.31,46.510000000000005,22.79,3
2025-05-09 12:30:00,2025-05-15 11:30:00,BULL_PUT,BULLISH,24050,23550,PE,2025-05-15,24036.4,24643.8,257.7154,125.25099999999999,132.4644,0.85,0.3,0.55,131.9144,42872.18,233.3,42638.88,Expiry book profit,85.13,44.59,22.45,1
2025-05-15 14:00:00,2025-05-22 15:29:00,BULL_PUT,BULLISH,25100,24600,PE,2025-05-22,25076.65,0.0,245.659,88.76174999999999,156.89724999999999,491.0,0.05,490.95,-334.05275,-108567.14375,494.07000000000005,-109061.21375000001,Expiry settlement,280.55,95.6,31.660000000000004,6
2025-05-26 12:30:00,2025-05-29 15:29:00,BULL_PUT,BULLISH,25000,24500,PE,2025-05-29,25007.4,0.0,187.00225,51.967999999999996,135.03425000000001,166.6,0.05,166.54999999999998,-31.51574999999997,-10242.61874999999,281.52,-10524.138749999991,Expiry settlement,129.4,47.06999999999999,22.89,2
2025-05-30 14:00:00,2025-06-03 11:00:00,BULL_PUT,BULLISH,24800,24300,PE,2025-06-05,24788.95,24637.7,192.61675,43.137499999999996,149.47925,287.448,64.3205,223.1275,-73.64824999999999,-23935.681249999998,262.33,-24198.01125,Reversal,84.77,67.73,26.62,3
2025-06-03 11:00:00,2025-06-05 12:30:00,BEAR_CALL,BEARISH,24650,25150,CE,2025-06-05,24637.7,24822.1,204.486,47.451249999999995,157.03475,194.72775,2.6595,192.06824999999998,-35.033499999999975,-11385.887499999992,226.09,-11611.977499999992,Reversal,68.35,51.84,23.759999999999998,2
2025-06-05 12:30:00,2025-06-12 14:45:00,BULL_PUT,BULLISH,24800,24300,PE,2025-06-12,24822.1,24891.7,155.5315,37.707249999999995,117.82425,0.95,0.2,0.75,117.07425,38049.13125,172.59,37876.54125,Expiry book profit,51.39,22.65,18.49,0
2025-06-13 09:30:00,2025-06-17 14:00:00,BEAR_CALL,BEARISH,24650,25150,CE,2025-06-19,24644.25,24849.2,181.043,34.51,146.53300000000002,246.03599999999997,17.139,228.89699999999996,-82.36399999999995,-26768.299999999985,227.04999999999998,-26995.349999999984,Reversal,65.39,55.15,24.36,2
2025-06-17 14:00:00,2025-06-19 15:29:00,BULL_PUT,BULLISH,24850,24350,PE,2025-06-19,24849.2,0.0,104.41,16.442999999999998,87.967,56.55,0.05,56.5,31.467,10226.775,177.27,10049.505,Expiry settlement,57.44,20.65,18.130000000000003,1
2025-06-20 11:00:00,2025-06-26 14:30:00,BULL_PUT,BULLISH,25000,24500,PE,2025-06-26,24994.95,25509.8,141.7415,34.916,106.8255,0.9,0.55,0.35,106.47550000000001,34604.537500000006,165.9,34438.637500000004,Expiry book profit,46.95,20.76,18.15,0
2025-06-30 12:30:00,2025-07-03 15:29:00,BULL_PUT,BULLISH,25550,25050,PE,2025-07-03,25571.5,0.0,108.49775000000001,14.007,94.49075,144.6,0.05,144.54999999999998,-50.05924999999998,-16269.256249999993,226.67000000000002,-16495.926249999993,Expiry settlement,94.56,31.009999999999998,20.0,1
2025-07-04 11:00:00,2025-07-10 15:29:00,BULL_PUT,BULLISH,25400,24900,PE,2025-07-10,25419.25,0.0,124.11,17.20425,106.90575,44.6,0.05,44.550000000000004,62.35574999999999,20265.618749999998,179.13,20086.488749999997,Expiry settlement,59.09,21.67,18.310000000000002,0
2025-07-15 14:00:00,2025-07-17 15:00:00,BEAR_CALL,BEARISH,25200,25700,CE,2025-07-17,25193.6,25115.65,74.95849999999999,3.8062499999999995,71.15224999999998,0.45,0.15,0.30000000000000004,70.85224999999998,23026.981249999993,130.17000000000002,22896.811249999995,Expiry book profit,24.78,9.290000000000001,16.07,0
2025-07-21 09:30:00,2025-07-24 15:29:00,BEAR_CALL,BEARISH,24900,25400,CE,2025-07-24,24901.55,0.0,119.6775,11.266499999999999,108.411,161.6,0.05,161.54999999999998,-53.13899999999998,-17270.174999999996,241.77,-17511.944999999996,Expiry settlement,105.16,33.980000000000004,20.53,2
2025-07-28 12:30:00,2025-07-31 15:15:00,BEAR_CALL,BEARISH,24800,25300,CE,2025-07-31,24794.0,24762.45,114.70325,12.02775,102.6755,0.45,0.05,0.4,102.2755,33239.5375,149.86,33089.6775,Expiry book profit,37.870000000000005,14.88,17.08,0
2025-08-01 12:30:00,2025-08-07 14:00:00,BEAR_CALL,BEARISH,24650,25150,CE,2025-08-07,24664.75,24388.25,160.89974999999998,23.4465,137.45324999999997,0.9,0.3,0.6000000000000001,136.85324999999997,44477.306249999994,173.23,44304.07624999999,Expiry book profit,53.190000000000005,21.67,18.32,0
2025-08-07 14:00:00,2025-08-14 15:29:00,BEAR_CALL,BEARISH,24400,24900,CE,2025-08-14,24388.25,0.0,148.09475,16.899749999999997,131.195,230.5,0.05,230.45,-99.255,-32257.875,293.26,-32551.135,Expiry settlement,142.51999999999998,45.900000000000006,22.689999999999998,2
2025-08-18 14:00:00,2025-08-21 14:00:00,BULL_PUT,BULLISH,24900,24400,PE,2025-08-21,24919.7,25118.05,95.49575,8.4245,87.07125,0.8,0.4,0.4,86.67125,28168.15625,140.58,28027.57625,Expiry book profit,31.64,12.290000000000001,16.62,0
2025-08-22 12:30:00,2025-08-28 09:15:00,BULL_PUT,BULLISH,24950,24450,PE,2025-08-28,24926.1,24710.7,112.73325,11.367999999999999,101.36525,362.30424999999997,12.214,350.09024999999997,-248.72499999999997,-80835.62499999999,206.25,-81041.87499999999,Reversal,41.230000000000004,57.16,24.72,3
2025-08-28 12:30:00,2025-09-02 15:15:00,BEAR_CALL,BEARISH,24600,25100,CE,2025-09-02,24593.2,24584.8,121.10575,10.80975,110.296,0.25,0.05,0.2,110.096,35781.200000000004,152.67000000000002,35628.530000000006,Expiry book profit,39.980000000000004,15.459999999999999,17.19,0
2025-09-03 11:00:00,2025-09-05 14:00:00,BEAR_CALL,BEARISH,24550,25050,CE,2025-09-09,24573.6,24770.3,143.022,10.860499999999998,132.1615,287.54949999999997,16.055500000000002,271.49399999999997,-139.33249999999998,-45283.06249999999,212.12,-45495.182499999995,Reversal,52.489999999999995,52.6,23.89,3
2025-09-05 14:00:00,2025-09-09 15:00:00,BULL_PUT,BULLISH,24750,24250,PE,2025-09-09,24770.3,24860.15,57.13,4.5675,52.5625,0.4,0.2,0.2,52.3625,17017.8125,121.93,16895.8825,Expiry book profit,18.92,7.29,15.71,0
2025-09-12 11:00:00,2025-09-16 14:45:00,BULL_PUT,BULLISH,25100,24600,PE,2025-09-16,25082.35,25211.35,71.708,5.125749999999999,66.58225,0.4,0.2,0.2,66.38225,21574.23125,128.84,21445.39125,Expiry book profit,23.73,9.06,16.03,0
2025-09-19 14:00:00,2025-09-23 15:29:00,BULL_PUT,BULLISH,25350,24850,PE,2025-09-23,25341.8,0.0,56.39125,3.5524999999999998,52.83875,179.85,0.05,179.79999999999998,-126.96124999999998,-41262.40624999999,220.98000000000002,-41483.386249999996,Expiry settlement,91.69,27.78,19.42,2
2025-09-24 11:00:00,2025-09-26 09:15:00,BULL_PUT,BULLISH,25100,24600,PE,2025-09-30,25077.25,24904.55,98.64775,9.540999999999999,89.10675,254.71424999999996,20.1925,234.52174999999997,-145.41499999999996,-47259.874999999985,187.66,-47447.53499999999,Reversal,39.209999999999994,44.0,22.34,2
2025-09-26 12:30:00,2025-09-30 15:00:00,BEAR_CALL,BEARISH,24750,25250,CE,2025-09-30,24765.65,24632.5,115.68825,6.851249999999999,108.837,0.4,0.2,0.2,108.637,35307.025,149.68,35157.345,Expiry book profit,38.24,14.41,17.0,0
2025-10-03 11:00:00,2025-10-07 14:00:00,BEAR_CALL,BEARISH,24800,25300,CE,2025-10-07,24791.3,25198.45,91.35875,2.7405,88.61825,412.09,1.42825,410.66175,-322.0435,-104664.1375,197.74,-104861.8775,Reversal,30.61,58.06999999999999,24.88,4
2025-10-07 14:00:00,2025-10-14 15:29:00,BULL_PUT,BULLISH,25200,24700,PE,2025-10-14,25198.45,0.0,91.94975,11.520249999999999,80.42949999999999,54.2,0.05,54.150000000000006,26.279499999999985,8540.837499999994,169.49,8371.347499999994,Expiry settlement,52.379999999999995,18.35,17.71,1
2025-10-15 11:00:00,2025-10-20 12:45:00,BULL_PUT,BULLISH,25300,24800,PE,2025-10-20,25315.95,25868.7,74.61375,10.505249999999998,64.10849999999999,0.95,0.5,0.44999999999999996,63.65849999999999,20689.012499999997,131.14,20557.872499999998,Expiry book profit,24.78,10.11,16.22,0
2025-10-20 14:00:00,2025-10-28 15:15:00,BULL_PUT,BULLISH,25850,25350,PE,2025-10-28,25854.4,25943.0,121.99225,23.497249999999998,98.495,0.15,0.1,0.04999999999999999,98.44500000000001,31994.625000000004,154.8,31839.825000000004,Expiry book profit,40.28,17.0,17.47,0
2025-10-30 09:30:00,2025-11-06 09:15:00,BULL_PUT,BULLISH,26000,25500,PE,2025-11-04,25978.7,25586.25,124.307,15.174249999999997,109.13275,624.307,0.05,624.2570000000001,-515.1242500000001,-167415.38125000003,246.03,-167661.41125000003,No exit price (max loss assumed),41.040000000000006,88.39999999999999,30.35,6
2025-11-10 11:00:00,2025-11-11 15:00:00,BULL_PUT,BULLISH,25600,25100,PE,2025-11-11,25612.2,25676.55,51.1215,3.1464999999999996,47.974999999999994,0.35,0.1,0.24999999999999997,47.724999999999994,15510.624999999998,118.88,15391.744999999999,Expiry book profit,16.900000000000002,6.3999999999999995,15.559999999999999,0
2025-11-13 11:00:00,2025-11-18 15:29:00,BULL_PUT,BULLISH,25950,25450,PE,2025-11-18,25946.85,0.0,103.819,16.49375,87.32525000000001,39.95,0.1,39.85,47.47525000000001,15429.456250000003,167.01999999999998,15262.436250000002,Expiry settlement,50.53,18.67,17.77,0
2025-11-19 11:00:00,2025-11-25 15:29:00,BULL_PUT,BULLISH,25950,25450,PE,2025-11-25,25952.1,0.0,129.232,18.3715,110.8605,65.05,0.05,65.0,45.8605,14904.6625,193.79,14710.8725,Expiry settlement,69.09,24.759999999999998,18.87,1
2025-11-26 11:00:00,2025-12-02 15:29:00,BULL_PUT,BULLISH,26100,25600,PE,2025-12-02,26108.5,0.0,104.41,14.209999999999999,90.2,67.55,0.05,67.5,22.700000000000003,7377.500000000001,182.94,7194.560000000001,Expiry settlement,61.910000000000004,21.669999999999998,18.31,1
2025-12-03 11:00:00,2025-12-04 09:15:00,BEAR_CALL,BEARISH,25900,26400,CE,2025-12-09,25922.9,25985.1,163.55925000000002,16.392249999999997,147.16700000000003,153.36649999999997,12.1155,141.25099999999998,5.916000000000054,1922.7000000000176,200.6,1722.1000000000176,Reversal,57.97,39.91,21.61,1
2025-12-10 12:30:00,2025-12-12 12:30:00,BEAR_CALL,BEARISH,25800,26300,CE,2025-12-16,25815.15,26023.05,145.53375,14.1085,131.42525,263.9,11.426,252.474,-121.04874999999998,-39340.84374999999,208.4,-39549.243749999994,Reversal,51.790000000000006,50.03,23.43,3
2025-12-12 12:30:00,2025-12-16 09:30:00,BULL_PUT,BULLISH,26000,25500,PE,2025-12-16,26023.05,25923.1,66.6845,4.9735,61.711,102.71799999999999,1.23125,101.48674999999999,-39.77574999999999,-12927.118749999996,141.73000000000002,-13068.848749999996,Reversal,22.41,20.21,18.05,1
2025-12-16 09:30:00,2025-12-19 09:30:00,BEAR_CALL,BEARISH,25900,26400,CE,2025-12-23,25923.1,25950.3,171.09449999999998,17.407249999999998,153.68724999999998,143.11499999999998,4.7772499999999996,138.33774999999997,15.349500000000006,4988.587500000002,199.44,4789.147500000003,Reversal,58.03,38.879999999999995,21.42,1
2025-12-19 09:30:00,2025-12-23 12:45:00,BULL_PUT,BULLISH,25950,25450,PE,2025-12-23,25950.3,26175.65,77.224,5.937749999999999,71.28625000000001,0.95,0.6,0.35,70.93625000000002,23054.281250000004,131.8,22922.481250000004,Expiry book profit,25.68,9.91,16.19,0
2025-12-23 14:00:00,2025-12-30 12:30:00,BULL_PUT,BULLISH,26200,25700,PE,2025-12-30,26197.8,25885.9,98.94325,10.657499999999999,88.28575000000001,314.39624999999995,0.73875,313.65749999999997,-225.37174999999996,-73245.81874999999,187.87,-73433.68874999999,Reversal,32.89,48.660000000000004,23.18,3
2025-12-30 12:30:00,2026-01-01 14:00:00,BEAR_CALL,BEARISH,25900,26400,CE,2026-01-06,25885.9,26157.4,141.88925,10.4545,131.43475,285.41799999999995,10.293249999999999,275.12474999999995,-143.68999999999994,-46699.24999999998,208.55,-46907.79999999998,Reversal,50.22,51.5,23.7,3
2026-01-01 14:00:00,2026-01-06 15:00:00,BULL_PUT,BULLISH,26150,25650,PE,2026-01-06,26157.4,26164.0,69.53115,3.50175,66.0294,0.6,0.15,0.44999999999999996,65.57939999999999,21313.304999999997,127.61000000000001,21185.694999999996,Expiry book profit,22.990000000000002,8.64,15.96,0
2026-01-08 11:00:00,2026-01-13 13:45:00,BEAR_CALL,BEARISH,26000,26500,CE,2026-01-13,26016.9,25676.15,117.60900000000001,6.03925,111.56975000000001,0.75,0.35,0.4,111.16975000000001,36130.168750000004,150.59,35979.57875000001,Expiry book profit,38.91,14.600000000000001,17.03,0
2026-01-14 11:00:00,2026-01-20 14:30:00,BEAR_CALL,BEARISH,25750,26250,CE,2026-01-20,25728.8,25389.45,120.56400000000001,11.82475,108.73925000000001,0.7,0.3,0.39999999999999997,108.33925,35210.256250000006,152.73000000000002,35057.52625,Expiry book profit,39.88,15.6,17.21,0
2026-01-22 11:00:00,2026-01-27 15:15:00,BEAR_CALL,BEARISH,25200,25700,CE,2026-01-27,25221.7,25170.4,171.34074999999999,21.16275,150.178,0.7,0.05,0.6499999999999999,149.528,48596.6,177.67,48418.93,Expiry book profit,56.550000000000004,22.58,18.48,0
2026-01-28 11:00:00,2026-02-03 12:30:00,BEAR_CALL,BEARISH,25300,25800,CE,2026-02-03,25298.75,25786.55,237.82825,64.351,173.47725,491.00624999999997,58.06575,432.9405,-259.46325,-84325.55625000001,313.83,-84639.38625000001,Reversal,97.63,97.87,32.06,6
2026-02-03 12:30:00,2026-02-10 14:45:00,BULL_PUT,BULLISH,25800,25300,PE,2026-02-10,25786.55,25912.7,194.5375,53.43975,141.09775,0.6,0.25,0.35,140.74775,45743.018749999996,193.96,45549.05875,Expiry book profit,64.27,28.990000000000002,19.63,1
2026-02-11 14:00:00,2026-02-13 14:00:00,BULL_PUT,BULLISH,25950,25450,PE,2026-02-17,25932.6,25524.5,112.14224999999999,17.255,94.88725,429.85249999999996,64.22200000000001,365.6305,-270.74325,-87991.55625,241.25,-88232.80625,Reversal,58.19,71.53999999999999,27.32,4
2026-02-13 14:00:00,2026-02-17 15:29:00,BEAR_CALL,BEARISH,25500,26000,CE,2026-02-17,25524.5,0.0,123.17425,13.4995,109.67475,225.0,0.05,224.95,-115.27524999999999,-37464.456249999996,278.13,-37742.58624999999,Expiry settlement,132.07,41.97,21.97,2
2026-02-18 12:30:00,2026-02-20 09:15:00,BULL_PUT,BULLISH,25700,25200,PE,2026-02-24,25711.75,25416.45,110.46775000000001,19.538749999999997,90.92900000000002,266.945,39.44925,227.49575,-136.56674999999996,-44384.193749999984,206.23,-44590.42374999999,Reversal,49.47,50.160000000000004,23.46,3
2026-02-20 14:00:00,2026-02-23 14:00:00,BEAR_CALL,BEARISH,25600,26100,CE,2026-02-24,25601.15,25638.4,136.66875,14.565249999999999,122.1035,113.67999999999999,5.2204999999999995,108.45949999999999,13.644000000000005,4434.300000000002,179.16,4255.140000000002,Reversal,46.81,31.22,20.03,1
2026-02-23 14:00:00,2026-02-24 11:00:00,BULL_PUT,BULLISH,25650,25150,PE,2026-02-24,25638.4,25471.5,92.98400000000001,11.165,81.81900000000002,182.7,1.8715,180.8285,-99.00949999999997,-32178.08749999999,166.96,-32345.04749999999,Reversal,31.3,33.17,20.39,2
2026-02-24 11:00:00,2026-03-02 12:00:00,BEAR_CALL,BEARISH,25450,25950,CE,2026-03-02,25471.5,24784.0,219.655,40.49849999999999,179.1565,0.95,0.5,0.44999999999999996,178.7065,58079.6125,203.16,57876.4525,Expiry book profit,72.63,30.53,19.91,0
2026-03-04 12:30:00,2026-03-10 15:00:00,BEAR_CALL,BEARISH,24350,24850,CE,2026-03-10,24368.3,24261.45,328.89149999999995,110.33049999999999,218.56099999999998,0.75,0.1,0.65,217.91099999999997,70821.075,264.54,70556.535,Expiry book profit,108.55,51.21,23.65,1
